date,time,timezone,latitude,longitude
2019-07-09,11:33:38,UTC,46.34748532,-64.33429867
2019-07-09,11:33:48,UTC,46.34762412,-64.33456287
2019-07-09,11:33:58,UTC,46.34777315,-64.33482304
2019-07-09,11:34:08,UTC,46.34793526,-64.33509244
2019-07-09,11:34:18,UTC,46.3480951,-64.33536627
2019-07-09,11:34:28,UTC,46.34823466,-64.33565101
2019-07-09,11:34:38,UTC,46.3483629,-64.33594312
2019-07-09,11:34:48,UTC,46.34846885,-64.33620907
2019-07-09,11:34:58,UTC,46.34859282,-64.33650185
2019-07-09,11:35:08,UTC,46.34871905,-64.33680134
2019-07-09,11:35:18,UTC,46.34883958,-64.33710996
2019-07-09,11:35:28,UTC,46.34896271,-64.33740182
2019-07-09,11:35:38,UTC,46.34908148,-64.33767742
2019-07-09,11:35:48,UTC,46.34919195,-64.3379344
2019-07-09,11:35:58,UTC,46.34932766,-64.33821084
2019-07-09,11:36:08,UTC,46.34946562,-64.33847797
2019-07-09,11:36:18,UTC,46.34959747,-64.33871585
2019-07-09,11:36:28,UTC,46.34974063,-64.33896773
2019-07-09,11:36:38,UTC,46.34989436,-64.33922731
2019-07-09,11:36:48,UTC,46.35002922,-64.3394926
2019-07-09,11:36:58,UTC,46.35015965,-64.33977909
2019-07-09,11:37:08,UTC,46.35028747,-64.34007606
2019-07-09,11:37:18,UTC,46.35040984,-64.34037211
2019-07-09,11:37:28,UTC,46.35052929,-64.3406659
2019-07-09,11:37:38,UTC,46.35064471,-64.34093596
2019-07-09,11:37:48,UTC,46.35076876,-64.34120192
2019-07-09,11:37:58,UTC,46.35089398,-64.34144667
2019-07-09,11:38:08,UTC,46.35102365,-64.34168195
2019-07-09,11:38:18,UTC,46.35114108,-64.3418998
2019-07-09,11:38:28,UTC,46.35127913,-64.34216467
2019-07-09,11:38:38,UTC,46.35141425,-64.34244471
2019-07-09,11:38:48,UTC,46.35153134,-64.34272357
2019-07-09,11:38:58,UTC,46.35165246,-64.34299917
2019-07-09,11:39:08,UTC,46.35176704,-64.34328767
2019-07-09,11:39:18,UTC,46.35187701,-64.34356227
2019-07-09,11:39:28,UTC,46.3519869,-64.34383501
2019-07-09,11:39:38,UTC,46.35208975,-64.344106
2019-07-09,11:39:48,UTC,46.35221958,-64.3443712
2019-07-09,11:39:58,UTC,46.35234321,-64.34462467
2019-07-09,11:40:08,UTC,46.35247272,-64.34487613
2019-07-09,11:40:18,UTC,46.35259442,-64.3451016
2019-07-09,11:40:28,UTC,46.3527116,-64.34531794
2019-07-09,11:40:38,UTC,46.35280715,-64.3455476
2019-07-09,11:40:48,UTC,46.35289659,-64.34578531
2019-07-09,11:40:58,UTC,46.35300832,-64.34603744
2019-07-09,11:41:08,UTC,46.3531255,-64.34629988
2019-07-09,11:41:18,UTC,46.35324033,-64.34656341
2019-07-09,11:41:28,UTC,46.35335935,-64.34683431
2019-07-09,11:41:38,UTC,46.35348651,-64.34711276
2019-07-09,11:41:48,UTC,46.35363344,-64.34739095
2019-07-09,11:41:58,UTC,46.3537725,-64.34765683
2019-07-09,11:42:08,UTC,46.35388875,-64.34787886
2019-07-09,11:42:18,UTC,46.35402018,-64.348119
2019-07-09,11:42:28,UTC,46.35416896,-64.34837624
2019-07-09,11:42:38,UTC,46.354291,-64.34862074
2019-07-09,11:42:48,UTC,46.35440122,-64.34884907
2019-07-09,11:42:58,UTC,46.35450407,-64.34906331
2019-07-09,11:43:08,UTC,46.35457875,-64.34924344
2019-07-09,11:43:18,UTC,46.35465042,-64.3494073
2019-07-09,11:43:28,UTC,46.35473717,-64.3495741
2019-07-09,11:43:38,UTC,46.35482233,-64.34975616
2019-07-09,11:43:48,UTC,46.35488377,-64.34991977
2019-07-09,11:43:58,UTC,46.35492442,-64.35009688
2019-07-09,11:44:08,UTC,46.35500698,-64.35029721
2019-07-09,11:44:18,UTC,46.35509692,-64.350492
2019-07-09,11:44:28,UTC,46.35519457,-64.3506718
2019-07-09,11:44:38,UTC,46.35527504,-64.350851
2019-07-09,11:44:48,UTC,46.35535584,-64.35099869
2019-07-09,11:44:58,UTC,46.35542935,-64.35114747
2019-07-09,11:45:08,UTC,46.35551635,-64.35129482
2019-07-09,11:45:18,UTC,46.35561266,-64.35144117
2019-07-09,11:45:28,UTC,46.35571961,-64.35161677
2019-07-09,11:45:38,UTC,46.35581533,-64.35179757
2019-07-09,11:45:48,UTC,46.35589798,-64.3519865
2019-07-09,11:45:58,UTC,46.35597157,-64.35217375
2019-07-09,11:46:08,UTC,46.3560346,-64.35236821
2019-07-09,11:46:18,UTC,46.35609361,-64.35256384
2019-07-09,11:46:28,UTC,46.35616855,-64.35275889
2019-07-09,11:46:38,UTC,46.35625195,-64.35294145
2019-07-09,11:46:48,UTC,46.35632873,-64.35311378
2019-07-09,11:46:58,UTC,46.35640475,-64.35328108
2019-07-09,11:47:08,UTC,46.35648488,-64.35345174
2019-07-09,11:47:18,UTC,46.35657574,-64.3536027
2019-07-09,11:47:28,UTC,46.3566702,-64.35375625
2019-07-09,11:47:38,UTC,46.35677121,-64.35391006
2019-07-09,11:47:48,UTC,46.35687497,-64.35408524
2019-07-09,11:47:58,UTC,46.35694438,-64.35422841
2019-07-09,11:48:08,UTC,46.3570349,-64.35440359
2019-07-09,11:48:18,UTC,46.3571701,-64.35468581
2019-07-09,11:48:28,UTC,46.35728259,-64.35497507
2019-07-09,11:48:38,UTC,46.35729834,-64.3551049
2019-07-09,11:48:48,UTC,46.35745551,-64.35537044
2019-07-09,11:48:58,UTC,46.35757587,-64.3555872
2019-07-09,11:49:08,UTC,46.35770084,-64.35581585
2019-07-09,11:49:18,UTC,46.35780889,-64.3560218
2019-07-09,11:49:28,UTC,46.35792389,-64.35622917
2019-07-09,11:49:38,UTC,46.35806462,-64.35644777
2019-07-09,11:49:48,UTC,46.3581714,-64.35668891
2019-07-09,11:49:58,UTC,46.35826696,-64.3569283
2019-07-09,11:50:08,UTC,46.35840207,-64.35715537
2019-07-09,11:50:18,UTC,46.35847407,-64.35733382
2019-07-09,11:50:28,UTC,46.35851732,-64.35748519
2019-07-09,11:50:38,UTC,46.35858346,-64.35760346
2019-07-09,11:50:48,UTC,46.35861648,-64.35770782
2019-07-09,11:50:58,UTC,46.35866568,-64.35785643
2019-07-09,11:51:08,UTC,46.35872897,-64.35805877
2019-07-09,11:51:18,UTC,46.35881421,-64.35826412
2019-07-09,11:51:28,UTC,46.35892594,-64.35848155
2019-07-09,11:51:38,UTC,46.35902476,-64.35867961
2019-07-09,11:51:48,UTC,46.35912577,-64.3588895
2019-07-09,11:51:58,UTC,46.35924705,-64.35909192
2019-07-09,11:52:08,UTC,46.35935971,-64.35929904
2019-07-09,11:52:18,UTC,46.3594773,-64.35949987
2019-07-09,11:52:28,UTC,46.35958769,-64.35969106
2019-07-09,11:52:38,UTC,46.35970437,-64.35988979
2019-07-09,11:52:48,UTC,46.35981082,-64.36010353
2019-07-09,11:52:58,UTC,46.35990637,-64.36031459
2019-07-09,11:53:08,UTC,46.36003269,-64.36051844
2019-07-09,11:53:18,UTC,46.36016127,-64.36072178
2019-07-09,11:53:28,UTC,46.36032907,-64.36099897
2019-07-09,11:53:38,UTC,46.360517,-64.36128303
2019-07-09,11:53:48,UTC,46.36069084,-64.36153751
2019-07-09,11:53:58,UTC,46.36086459,-64.36177564
2019-07-09,11:54:08,UTC,46.36103592,-64.36201436
2019-07-09,11:54:18,UTC,46.36122024,-64.36226657
2019-07-09,11:54:28,UTC,46.36139684,-64.36253018
2019-07-09,11:54:38,UTC,46.36158979,-64.36284542
2019-07-09,11:54:48,UTC,46.36177906,-64.3631517
2019-07-09,11:54:58,UTC,46.36195265,-64.3634262
2019-07-09,11:55:08,UTC,46.36212925,-64.36367908
2019-07-09,11:55:18,UTC,46.36226521,-64.36390028
2019-07-09,11:55:28,UTC,46.36237199,-64.36409005
2019-07-09,11:55:38,UTC,46.3624787,-64.36428283
2019-07-09,11:55:48,UTC,46.36260099,-64.36447763
2019-07-09,11:55:58,UTC,46.36271565,-64.36465725
2019-07-09,11:56:08,UTC,46.36283711,-64.36484601
2019-07-09,11:56:18,UTC,46.36294582,-64.36502153
2019-07-09,11:56:28,UTC,46.36306585,-64.36519613
2019-07-09,11:56:38,UTC,46.36318152,-64.36537382
2019-07-09,11:56:48,UTC,46.36328579,-64.36552294
2019-07-09,11:56:58,UTC,46.36339551,-64.36567104
2019-07-09,11:57:08,UTC,46.36350791,-64.36581924
2019-07-09,11:57:18,UTC,46.36360522,-64.36596324
2019-07-09,11:57:28,UTC,46.36370639,-64.36611076
2019-07-09,11:57:38,UTC,46.36380522,-64.36625124
2019-07-09,11:57:48,UTC,46.36392147,-64.36641418
2019-07-09,11:57:58,UTC,46.36403178,-64.36656506
2019-07-09,11:58:08,UTC,46.3641441,-64.3667135
2019-07-09,11:58:18,UTC,46.36426094,-64.36687234
2019-07-09,11:58:28,UTC,46.36437158,-64.36701047
2019-07-09,11:58:38,UTC,46.36446806,-64.3671305
2019-07-09,11:58:48,UTC,46.36455355,-64.36725003
2019-07-09,11:58:58,UTC,46.36461231,-64.36734189
2019-07-09,11:59:08,UTC,46.36470149,-64.36740618
2019-07-09,11:59:18,UTC,46.36476268,-64.36753367
2019-07-09,11:59:28,UTC,46.36482638,-64.36766812
2019-07-09,11:59:38,UTC,46.36491079,-64.36781287
2019-07-09,11:59:48,UTC,46.36500676,-64.36796878
2019-07-09,11:59:58,UTC,46.36508882,-64.36810641
2019-07-09,12:00:08,UTC,46.36516342,-64.36822761
2019-07-09,12:00:18,UTC,46.36523525,-64.36834814
2019-07-09,12:00:28,UTC,46.36532687,-64.36847563
2019-07-09,12:00:38,UTC,46.36540473,-64.36860345
2019-07-09,12:00:48,UTC,46.36548738,-64.36872524
2019-07-09,12:00:58,UTC,46.36557128,-64.36886078
2019-07-09,12:01:08,UTC,46.36564697,-64.36897469
2019-07-09,12:01:18,UTC,46.36572643,-64.36910192
2019-07-09,12:01:28,UTC,46.36580732,-64.36922967
2019-07-09,12:01:38,UTC,46.36589248,-64.36934894
2019-07-09,12:01:48,UTC,46.36598359,-64.36948079
2019-07-09,12:01:58,UTC,46.36607302,-64.36961439
2019-07-09,12:02:08,UTC,46.36615559,-64.36973057
2019-07-09,12:02:18,UTC,46.3662379,-64.36985797
2019-07-09,12:02:28,UTC,46.36632549,-64.36999074
2019-07-09,12:02:38,UTC,46.36640914,-64.37011203
2019-07-09,12:02:48,UTC,46.36649145,-64.37024186
2019-07-09,12:02:58,UTC,46.36656932,-64.37036047
2019-07-09,12:03:08,UTC,46.36665691,-64.37048594
2019-07-09,12:03:18,UTC,46.36673905,-64.37061762
2019-07-09,12:03:28,UTC,46.36682153,-64.37074025
2019-07-09,12:03:38,UTC,46.3668548,-64.37080664
2019-07-09,12:03:48,UTC,46.36694298,-64.37093555
2019-07-09,12:03:58,UTC,46.36706008,-64.3711088
2019-07-09,12:04:08,UTC,46.36715404,-64.37125389
2019-07-09,12:04:18,UTC,46.36723241,-64.37137334
2019-07-09,12:04:28,UTC,46.36731162,-64.37148054
2019-07-09,12:04:38,UTC,46.36740156,-64.37159495
2019-07-09,12:04:48,UTC,46.36748831,-64.37170928
2019-07-09,12:04:58,UTC,46.36756056,-64.3718273
2019-07-09,12:05:08,UTC,46.36764379,-64.37194758
2019-07-09,12:05:18,UTC,46.3677256,-64.37207004
2019-07-09,12:05:28,UTC,46.36781218,-64.37219108
2019-07-09,12:05:38,UTC,46.36788628,-64.37229635
2019-07-09,12:05:48,UTC,46.36795099,-64.37236659
2019-07-09,12:05:58,UTC,46.36801603,-64.3724375
2019-07-09,12:06:08,UTC,46.36810555,-64.37256818
2019-07-09,12:06:18,UTC,46.36820261,-64.37271561
2019-07-09,12:06:28,UTC,46.36829825,-64.37288954
2019-07-09,12:06:38,UTC,46.36842364,-64.37306204
2019-07-09,12:06:48,UTC,46.36855918,-64.37324627
2019-07-09,12:06:58,UTC,46.36869472,-64.37343394
2019-07-09,12:07:08,UTC,46.36882891,-64.37363226
2019-07-09,12:07:18,UTC,46.36896428,-64.37382823
2019-07-09,12:07:28,UTC,46.36910065,-64.37402277
2019-07-09,12:07:38,UTC,46.36922814,-64.37421732
2019-07-09,12:07:48,UTC,46.36935378,-64.37441329
2019-07-09,12:07:58,UTC,46.36947306,-64.37460758
2019-07-09,12:08:08,UTC,46.36958965,-64.37482115
2019-07-09,12:08:18,UTC,46.36971605,-64.37503296
2019-07-09,12:08:28,UTC,46.36984748,-64.37523589
2019-07-09,12:08:38,UTC,46.36996969,-64.37542708
2019-07-09,12:08:48,UTC,46.37009718,-64.37559798
2019-07-09,12:08:58,UTC,46.37020564,-64.3757828
2019-07-09,12:09:08,UTC,46.37029918,-64.37598271
2019-07-09,12:09:18,UTC,46.37040135,-64.37618849
2019-07-09,12:09:28,UTC,46.37051476,-64.37638421
2019-07-09,12:09:38,UTC,46.37065499,-64.37655008
2019-07-09,12:09:48,UTC,46.37077653,-64.37674781
2019-07-09,12:09:58,UTC,46.37088063,-64.37694722
2019-07-09,12:10:08,UTC,46.37098197,-64.3771105
2019-07-09,12:10:18,UTC,46.37109948,-64.37730873
2019-07-09,12:10:28,UTC,46.37123561,-64.37755633
2019-07-09,12:10:38,UTC,46.37134935,-64.37777208
2019-07-09,12:10:48,UTC,46.37149972,-64.37802857
2019-07-09,12:10:58,UTC,46.37164699,-64.37829117
2019-07-09,12:11:08,UTC,46.37177993,-64.37852712
2019-07-09,12:11:18,UTC,46.37191974,-64.37876115
2019-07-09,12:11:28,UTC,46.37204018,-64.3789805
2019-07-09,12:11:38,UTC,46.37217664,-64.37921863
2019-07-09,12:11:48,UTC,46.37231218,-64.37944972
2019-07-09,12:11:58,UTC,46.37238694,-64.37969464
2019-07-09,12:12:08,UTC,46.37250865,-64.37994392
2019-07-09,12:12:18,UTC,46.37261585,-64.38018724
2019-07-09,12:12:28,UTC,46.37272658,-64.38042286
2019-07-09,12:12:38,UTC,46.37280621,-64.38067515
2019-07-09,12:12:48,UTC,46.37285784,-64.38091613
2019-07-09,12:12:58,UTC,46.3729238,-64.38118142
2019-07-09,12:13:08,UTC,46.37297192,-64.38142835
2019-07-09,12:13:18,UTC,46.3730238,-64.38167528
2019-07-09,12:13:28,UTC,46.37308985,-64.38193261
2019-07-09,12:13:38,UTC,46.37317141,-64.38216906
2019-07-09,12:13:48,UTC,46.37328112,-64.38240618
2019-07-09,12:13:58,UTC,46.37341373,-64.38260148
2019-07-09,12:14:08,UTC,46.37357173,-64.38276493
2019-07-09,12:14:18,UTC,46.37372009,-64.38284942
2019-07-09,12:14:28,UTC,46.37388613,-64.38287733
2019-07-09,12:14:38,UTC,46.37404748,-64.3828635
2019-07-09,12:14:48,UTC,46.37420456,-64.38279737
2019-07-09,12:14:58,UTC,46.37428335,-64.3826097
2019-07-09,12:15:08,UTC,46.3743038,-64.38241641
2019-07-09,12:15:18,UTC,46.37423138,-64.38227316
2019-07-09,12:15:28,UTC,46.3741173,-64.38214014
2019-07-09,12:15:38,UTC,46.37399116,-64.38201584
2019-07-09,12:15:48,UTC,46.37385269,-64.38182783
2019-07-09,12:15:58,UTC,46.37370148,-64.38168056
2019-07-09,12:16:08,UTC,46.37353736,-64.38153279
2019-07-09,12:16:18,UTC,46.37335606,-64.38137739
2019-07-09,12:16:28,UTC,46.37319915,-64.38120489
2019-07-09,12:16:38,UTC,46.37303428,-64.38102543
2019-07-09,12:16:48,UTC,46.37288407,-64.38084765
2019-07-09,12:16:58,UTC,46.37273421,-64.38058899
2019-07-09,12:17:08,UTC,46.37259691,-64.38037106
2019-07-09,12:17:18,UTC,46.37247596,-64.38015866
2019-07-09,12:17:28,UTC,46.37234177,-64.37994769
2019-07-09,12:17:38,UTC,46.37219626,-64.37973579
2019-07-09,12:17:48,UTC,46.37206047,-64.37953513
2019-07-09,12:17:58,UTC,46.37190825,-64.37933841
2019-07-09,12:18:08,UTC,46.37173978,-64.37915501
2019-07-09,12:18:18,UTC,46.37158823,-64.37895452
2019-07-09,12:18:28,UTC,46.37144859,-64.37874765
2019-07-09,12:18:38,UTC,46.37132504,-64.37856685
2019-07-09,12:18:48,UTC,46.37118305,-64.37835798
2019-07-09,12:18:58,UTC,46.37104969,-64.37815379
2019-07-09,12:19:08,UTC,46.37090117,-64.37795925
2019-07-09,12:19:18,UTC,46.37077359,-64.37774886
2019-07-09,12:19:28,UTC,46.37063697,-64.37752138
2019-07-09,12:19:38,UTC,46.37047327,-64.37730839
2019-07-09,12:19:48,UTC,46.37033556,-64.37710756
2019-07-09,12:19:58,UTC,46.37019365,-64.37694579
2019-07-09,12:20:08,UTC,46.37005191,-64.37674211
2019-07-09,12:20:18,UTC,46.36990976,-64.37653516
2019-07-09,12:20:28,UTC,46.3697733,-64.37633391
2019-07-09,12:20:38,UTC,46.36963793,-64.37612043
2019-07-09,12:20:48,UTC,46.36949829,-64.3759232
2019-07-09,12:20:58,UTC,46.36935546,-64.37570971
2019-07-09,12:21:08,UTC,46.36922143,-64.37549883
2019-07-09,12:21:18,UTC,46.36907458,-64.37529204
2019-07-09,12:21:28,UTC,46.36892446,-64.3750861
2019-07-09,12:21:38,UTC,46.36878155,-64.3748758
2019-07-09,12:21:48,UTC,46.36864082,-64.37466667
2019-07-09,12:21:58,UTC,46.36849808,-64.37446349
2019-07-09,12:22:08,UTC,46.36836019,-64.37428596
2019-07-09,12:22:18,UTC,46.36820982,-64.37409159
2019-07-09,12:22:28,UTC,46.36806163,-64.37388984
2019-07-09,12:22:38,UTC,46.36791872,-64.37368741
2019-07-09,12:22:48,UTC,46.36776634,-64.37348055
2019-07-09,12:22:58,UTC,46.36761437,-64.37322448
2019-07-09,12:23:08,UTC,46.3674516,-64.37296456
2019-07-09,12:23:18,UTC,46.36727013,-64.37269558
2019-07-09,12:23:28,UTC,46.36709721,-64.37242904
2019-07-09,12:23:38,UTC,46.36689965,-64.37216325
2019-07-09,12:23:48,UTC,46.36667987,-64.37193744
2019-07-09,12:23:58,UTC,46.36647033,-64.37168053
2019-07-09,12:24:08,UTC,46.36626514,-64.37141382
2019-07-09,12:24:18,UTC,46.36607311,-64.37113278
2019-07-09,12:24:28,UTC,46.36588141,-64.37083824
2019-07-09,12:24:38,UTC,46.36570405,-64.37054269
2019-07-09,12:24:48,UTC,46.36551755,-64.37025226
2019-07-09,12:24:58,UTC,46.36530298,-64.37000298
2019-07-09,12:25:08,UTC,46.36509486,-64.36973861
2019-07-09,12:25:18,UTC,46.36488162,-64.36947484
2019-07-09,12:25:28,UTC,46.36468615,-64.36920821
2019-07-09,12:25:38,UTC,46.36449496,-64.36893789
2019-07-09,12:25:48,UTC,46.36430377,-64.36864151
2019-07-09,12:25:58,UTC,46.36412138,-64.36834428
2019-07-09,12:26:08,UTC,46.36394109,-64.36803809
2019-07-09,12:26:18,UTC,46.36377035,-64.36770416
2019-07-09,12:26:28,UTC,46.36363825,-64.3673657
2019-07-09,12:26:38,UTC,46.36344521,-64.36709932
2019-07-09,12:26:48,UTC,46.36324631,-64.36682146
2019-07-09,12:26:58,UTC,46.36304791,-64.36652801
2019-07-09,12:27:08,UTC,46.3628755,-64.3661841
2019-07-09,12:27:18,UTC,46.36272789,-64.36579543
2019-07-09,12:27:28,UTC,46.36257123,-64.36537307
2019-07-09,12:27:38,UTC,46.36242472,-64.36493117
2019-07-09,12:27:48,UTC,46.36227024,-64.36448132
2019-07-09,12:27:58,UTC,46.36209807,-64.36402333
2019-07-09,12:28:08,UTC,46.36192834,-64.36355252
2019-07-09,12:28:18,UTC,46.36177897,-64.36308615
2019-07-09,12:28:28,UTC,46.36162123,-64.36261752
2019-07-09,12:28:38,UTC,46.36145392,-64.36218166
2019-07-09,12:28:48,UTC,46.36128947,-64.3617603
2019-07-09,12:28:58,UTC,46.36113977,-64.36137272
2019-07-09,12:29:08,UTC,46.36100759,-64.3608253
2019-07-09,12:29:18,UTC,46.36087306,-64.36033932
2019-07-09,12:29:28,UTC,46.36074943,-64.35985551
2019-07-09,12:29:38,UTC,46.36061355,-64.35938286
2019-07-09,12:29:48,UTC,46.36042756,-64.35893049
2019-07-09,12:29:58,UTC,46.36025917,-64.3584865
2019-07-09,12:30:08,UTC,46.36011232,-64.35799506
2019-07-09,12:30:18,UTC,46.35998114,-64.35749827
2019-07-09,12:30:28,UTC,46.35983068,-64.35702964
2019-07-09,12:30:38,UTC,46.35969389,-64.35652253
2019-07-09,12:30:48,UTC,46.35954436,-64.35604904
2019-07-09,12:30:58,UTC,46.35938502,-64.35559826
2019-07-09,12:31:08,UTC,46.35922057,-64.35514505
2019-07-09,12:31:18,UTC,46.35904765,-64.35469804
2019-07-09,12:31:28,UTC,46.35888479,-64.35424048
2019-07-09,12:31:38,UTC,46.35872587,-64.35378316
2019-07-09,12:31:48,UTC,46.35857549,-64.35332383
2019-07-09,12:31:58,UTC,46.35844331,-64.35284061
2019-07-09,12:32:08,UTC,46.35828875,-64.35237575
2019-07-09,12:32:18,UTC,46.35813846,-64.35194476
