FileName: C:\TRAWLS~3\GP002F
Local Time: Tue Aug 21 07:29:25 2012

Ship: August 21, 2012 Trip: GP002F Tow: tow 2
Comments: Zone 12 baie des chaleurs
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread      Depth 
120821  102927  47  53.9392 N  65  28.4658 W   4.6        2.5*       0.0        0.0      260.8*
120821  103430  47  54.2022 N  65  28.7750 W   2.1        2.1       11.2       11.7       47.5 
120821  103431  47  54.2026 N  65  28.7754 W   2.1        2.1       11.2       11.7       48.8*
120821  103432  47  54.2032 N  65  28.7758 W   2.1        2.1       11.2       11.1*      48.8 
120821  103433  47  54.2037 N  65  28.7762 W   2.1        2.1       11.2       11.1       48.8 
120821  103434  47  54.2042 N  65  28.7766 W   2.1        2.1       11.2       11.1       48.8 
120821  103435  47  54.2047 N  65  28.7770 W   2.1        2.1       11.2       11.1       48.8 
120821  103436  47  54.2052 N  65  28.7774 W   2.1        2.1       11.2       11.1       46.6*
120821  103437  47  54.2057 N  65  28.7778 W   2.1        2.1*      11.2       11.1       46.6 
120821  103438  47  54.2062 N  65  28.7782 W   2.1        2.1       11.2       11.1       46.6 
120821  103439  47  54.2067 N  65  28.7786 W   2.1        2.1       11.2       11.1       46.6 
120821  103440  47  54.2072 N  65  28.7790 W   2.1        2.1       11.2       11.1       46.6 
120821  103441  47  54.2077 N  65  28.7794 W   2.1        2.1       11.2       11.1       46.6 
120821  103442  47  54.2082 N  65  28.7798 W   2.1        2.1       11.2       42.2*      46.6 
120821  103443  47  54.2087 N  65  28.7802 W   2.1        2.1       11.2       42.2       46.6 
120821  103444  47  54.2092 N  65  28.7806 W   2.1        2.1       11.2       42.2       46.6 
120821  103445  47  54.2097 N  65  28.7810 W   2.1        2.1       11.2       42.2       46.6 
120821  103446  47  54.2102 N  65  28.7814 W   2.1        2.1       11.2       42.2       46.6 
120821  103447  47  54.2107 N  65  28.7819 W   2.1        2.1       11.2       42.2      358.1*
120821  103448  47  54.2112 N  65  28.7823 W   2.1        2.1       11.2       11.6*     358.1 
120821  103449  47  54.2117 N  65  28.7827 W   2.1        2.1       11.2       11.6      358.1 
120821  103450  47  54.2122 N  65  28.7831 W   2.1        7.8*      11.2       11.6      358.1 
120821  103451  47  54.2127 N  65  28.7835 W   2.1        7.8       11.2       11.6      358.1 
120821  103452  47  54.2133 N  65  28.7839 W   2.1        7.8       11.2       11.6       49.3*
120821  103453  47  54.2138 N  65  28.7843 W   2.1        7.8       11.2       11.5*      49.3 
120821  103454  47  54.2143 N  65  28.7847 W   2.1        7.8       11.2       11.5       49.3 
120821  103455  47  54.2148 N  65  28.7851 W   2.1        7.8       11.2       11.5       49.3 
120821  103456  47  54.2153 N  65  28.7855 W   2.1        7.8       11.2       11.5       49.3 
120821  103457  47  54.2159 N  65  28.7859 W   2.1        7.8       11.2       11.5       54.5*
120821  103458  47  54.2164 N  65  28.7864 W   2.1        7.8       11.2       11.9*      54.5 
120821  103459  47  54.2169 N  65  28.7868 W   2.1        7.8       11.2       11.9       54.5 
120821  103500  47  54.2174 N  65  28.7873 W   2.1        7.8       11.2       11.9       54.5 
120821  103501  47  54.2179 N  65  28.7877 W   2.1        7.8       11.2       11.9       54.5 
120821  103502  47  54.2184 N  65  28.7881 W   2.1        7.8       11.2       11.9       54.5 
120821  103503  47  54.2189 N  65  28.7885 W   2.1        2.1*      11.2       11.9       40.0*
120821  103504  47  54.2194 N  65  28.7889 W   2.1        2.1       11.2       11.0*      40.0 
120821  103505  47  54.2199 N  65  28.7893 W   2.1        2.1       11.2       11.0       40.0 
120821  103506  47  54.2204 N  65  28.7897 W   2.0        2.1       11.2       11.0       40.0 
120821  103507  47  54.2209 N  65  28.7902 W   2.0        2.1       11.2       11.0       40.0 
120821  103508  47  54.2214 N  65  28.7906 W   2.0        2.1       11.2       11.0       53.7*
120821  103509  47  54.2219 N  65  28.7909 W   2.0        2.1       11.2       12.2*      53.7 
120821  103510  47  54.2224 N  65  28.7913 W   2.0        2.1       11.2       12.2       53.7 
120821  103511  47  54.2229 N  65  28.7917 W   2.0        2.1       11.2       12.2       53.7 
120821  103512  47  54.2234 N  65  28.7921 W   2.0        2.1       11.2       12.2       53.7 
120821  103513  47  54.2239 N  65  28.7925 W   2.0        2.1       11.2       12.2       40.5*
120821  103514  47  54.2244 N  65  28.7928 W   2.0        2.1       11.2       12.2       40.5 
120821  103515  47  54.2250 N  65  28.7932 W   2.0        2.1       11.2       12.2       40.5 
120821  103516  47  54.2254 N  65  28.7936 W   2.0        2.1*      11.2       12.2       40.5 
120821  103517  47  54.2260 N  65  28.7940 W   2.0        2.1       11.2       12.2       40.5 
120821  103518  47  54.2265 N  65  28.7943 W   2.0        2.1       11.2       12.2       40.5 
120821  103519  47  54.2270 N  65  28.7947 W   2.0        2.1       11.2       12.2       62.0*
120821  103520  47  54.2275 N  65  28.7951 W   2.0        2.1       11.2       31.6*      62.0 
120821  103521  47  54.2280 N  65  28.7955 W   2.0        2.1       11.2       31.6       62.0 
120821  103522  47  54.2285 N  65  28.7959 W   2.0        2.1       11.2       31.6       62.0 
120821  103523  47  54.2290 N  65  28.7964 W   2.0        2.1       11.2       31.6       62.0 
120821  103524  47  54.2295 N  65  28.7967 W   2.0        2.1       11.2       31.6       38.3*
120821  103525  47  54.2300 N  65  28.7971 W   2.0        2.1       11.2        9.4*      38.3 
120821  103526  47  54.2305 N  65  28.7975 W   2.0        2.1       11.2        9.4       38.3 
120821  103527  47  54.2310 N  65  28.7978 W   2.0        2.1       11.2        9.4       38.3 
120821  103528  47  54.2315 N  65  28.7982 W   2.0        2.1       11.2        9.4       38.3 
120821  103529  47  54.2320 N  65  28.7986 W   2.0        2.1*      11.2        9.4       42.2*
120821  103530  47  54.2325 N  65  28.7990 W   2.0        2.1       11.2        9.4       42.2 
120821  103531  47  54.2330 N  65  28.7993 W   2.0        2.1       11.2        9.4       42.2 
120821  103532  47  54.2335 N  65  28.7998 W   2.0        2.1       11.2        9.4       42.2 
120821  103533  47  54.2340 N  65  28.8002 W   2.0        2.1       11.2        9.4       42.2 
120821  103534  47  54.2345 N  65  28.8006 W   2.0        2.1       11.2        9.4       42.2 
120821  103535  47  54.2350 N  65  28.8010 W   2.0        2.1       11.2        9.4       47.9*
120821  103536  47  54.2355 N  65  28.8014 W   2.0        2.1       11.2        9.4       47.9 
120821  103537  47  54.2360 N  65  28.8018 W   2.0        2.1       11.2        9.4       47.9 
120821  103538  47  54.2365 N  65  28.8022 W   2.0        2.1       11.2        9.4       47.9 
120821  103539  47  54.2369 N  65  28.8026 W   2.0        2.1       11.2        9.4       47.9 
120821  103540  47  54.2374 N  65  28.8029 W   2.0        2.1       11.2        9.4       46.2*
120821  103541  47  54.2379 N  65  28.8034 W   2.0        2.1       11.2        9.4       46.2 
120821  103542  47  54.2384 N  65  28.8038 W   2.0        2.1*      11.2        9.4       46.2 
120821  103543  47  54.2388 N  65  28.8042 W   1.9        2.1       11.2        9.4       46.2 
120821  103544  47  54.2393 N  65  28.8046 W   2.0        2.1       11.2        9.4       46.2 
120821  103545  47  54.2398 N  65  28.8050 W   2.0        2.1       11.2        9.4       48.4*
120821  103546  47  54.2403 N  65  28.8054 W   2.0        2.1       11.2        9.4       48.4 
120821  103547  47  54.2408 N  65  28.8058 W   2.0        2.1       11.2        9.4       48.4 
120821  103548  47  54.2413 N  65  28.8062 W   2.0        2.1       11.2        9.4       48.4 
120821  103549  47  54.2418 N  65  28.8066 W   2.0        2.1       11.2        9.4       48.4 
120821  103550  47  54.2423 N  65  28.8071 W   2.0        2.1       11.2        9.4       48.4 
120821  103551  47  54.2428 N  65  28.8075 W   2.0        2.1       11.2        9.4       47.1*
120821  103552  47  54.2434 N  65  28.8079 W   2.0        2.1       11.2        9.4       47.1 
120821  103553  47  54.2438 N  65  28.8083 W   2.0        2.1       11.2        9.4       47.1 
120821  103554  47  54.2444 N  65  28.8088 W   2.0        2.1       11.2        9.4       47.1 
120821  103555  47  54.2449 N  65  28.8092 W   2.0        4.3*      11.2        9.4       47.1 
120821  103556  47  54.2454 N  65  28.8096 W   2.0        4.3       11.2       12.0*      47.1*
120821  103557  47  54.2459 N  65  28.8100 W   2.0        4.3       11.2       12.0       47.1 
120821  103558  47  54.2464 N  65  28.8104 W   2.0        4.3       11.2       12.0       47.1 
120821  103559  47  54.2469 N  65  28.8108 W   2.0        4.3       11.2       12.0       47.1 
120821  103600  47  54.2474 N  65  28.8112 W   2.1        4.3       11.2       12.0       47.1 
120821  103601  47  54.2479 N  65  28.8117 W   2.0        4.3       11.2       14.3*      62.0*
120821  103602  47  54.2484 N  65  28.8120 W   2.0        4.3       11.2       14.3       62.0 
120821  103603  47  54.2489 N  65  28.8124 W   2.0        4.3       11.2       14.3       62.0 
120821  103604  47  54.2493 N  65  28.8128 W   2.0        4.3       11.2       14.3       62.0 
120821  103605  47  54.2498 N  65  28.8132 W   2.0        4.3       11.2       14.3       62.0 
120821  103606  47  54.2503 N  65  28.8136 W   2.0        4.3       11.2       14.3       30.4*
120821  103607  47  54.2508 N  65  28.8140 W   2.0        4.3       11.2       14.3       30.4 
120821  103608  47  54.2513 N  65  28.8144 W   2.0        2.1*      11.2       14.3       30.4 
120821  103609  47  54.2518 N  65  28.8149 W   2.0        2.1       11.2       14.3       30.4 
120821  103610  47  54.2523 N  65  28.8153 W   2.0        2.1       11.2       14.3       30.4 
120821  103611  47  54.2528 N  65  28.8157 W   2.0        2.1       11.2       66.3*      30.4 
120821  103612  47  54.2533 N  65  28.8161 W   2.0        2.1       11.2       66.3       45.3*
120821  103613  47  54.2538 N  65  28.8166 W   2.0        2.1       11.2       66.3       45.3 
120821  103614  47  54.2543 N  65  28.8170 W   2.0        2.1       11.2       66.3       45.3 
120821  103615  47  54.2548 N  65  28.8173 W   2.0        2.1       11.2       66.3       45.3 
120821  103616  47  54.2553 N  65  28.8178 W   2.0        2.1       11.2       66.3       45.3 
120821  103617  47  54.2558 N  65  28.8182 W   2.0        2.1       11.2       15.9*      50.6*
120821  103618  47  54.2562 N  65  28.8186 W   2.0        2.1       11.2       15.9       50.6 
120821  103619  47  54.2567 N  65  28.8190 W   2.0        2.1       11.2       15.9       50.6 
120821  103620  47  54.2572 N  65  28.8194 W   2.0        2.1       11.2       15.9       50.6 
120821  103621  47  54.2577 N  65  28.8198 W   2.0        2.2*      11.2       15.9       50.6 
120821  103622  47  54.2582 N  65  28.8202 W   2.0        2.2       11.2        6.1*      46.2*
120821  103623  47  54.2587 N  65  28.8206 W   2.0        2.2       11.2        6.1       46.2 
120821  103624  47  54.2592 N  65  28.8210 W   2.0        2.2       11.2        6.1       46.2 
120821  103625  47  54.2597 N  65  28.8214 W   2.0        2.2       11.2        6.1       46.2 
120821  103626  47  54.2602 N  65  28.8218 W   2.0        2.2       11.2        6.1       46.2 
120821  103627  47  54.2607 N  65  28.8222 W   2.1        2.2       11.2       10.4*      46.2 
120821  103628  47  54.2612 N  65  28.8226 W   2.1        2.2       11.2       10.4      135.5*
120821  103629  47  54.2617 N  65  28.8230 W   2.1        2.2       11.2       10.4      135.5 
120821  103630  47  54.2622 N  65  28.8234 W   2.1        2.2       11.2       10.4      135.5 
120821  103631  47  54.2627 N  65  28.8238 W   2.1        2.2       11.2       10.4      135.5 
120821  103632  47  54.2633 N  65  28.8242 W   2.1        2.2       11.2       10.4      135.5 
120821  103633  47  54.2638 N  65  28.8247 W   2.1        2.2       11.2       10.5*     135.5 
120821  103634  47  54.2643 N  65  28.8251 W   2.1        2.2       11.2       10.5      135.5 
120821  103635  47  54.2648 N  65  28.8255 W   2.1        2.2       11.2       10.5      135.5 
120821  103636  47  54.2654 N  65  28.8259 W   2.1        2.2       11.2       10.5      135.5 
120821  103637  47  54.2659 N  65  28.8263 W   2.1        2.2       11.2       10.5      135.5 
120821  103638  47  54.2664 N  65  28.8267 W   2.1        2.2       11.2       10.5       63.8*
120821  103639  47  54.2669 N  65  28.8272 W   2.1        2.2       11.2       10.5       63.8 
120821  103640  47  54.2674 N  65  28.8276 W   2.1       10.3*      11.2       10.5       63.8 
120821  103641  47  54.2680 N  65  28.8281 W   2.1       10.3       11.2       10.5       63.8 
120821  103642  47  54.2685 N  65  28.8285 W   2.1       10.3       11.2       10.5       63.8 
120821  103643  47  54.2690 N  65  28.8289 W   2.1       10.3       11.2       69.6*      63.8 
120821  103644  47  54.2696 N  65  28.8293 W   2.1       10.3       11.2       69.6       63.8 
120821  103645  47  54.2701 N  65  28.8298 W   2.1       10.3       11.2       69.6       63.8 
120821  103646  47  54.2706 N  65  28.8302 W   2.1       10.3       11.2       69.6       63.8 
120821  103647  47  54.2712 N  65  28.8306 W   2.1       10.3       11.2       69.6       63.8 
120821  103648  47  54.2717 N  65  28.8310 W   2.1       10.3       11.2       69.6       63.8 
120821  103649  47  54.2722 N  65  28.8314 W   2.1       10.3       11.2        8.9*     354.1*
120821  103650  47  54.2727 N  65  28.8318 W   2.1       10.3       11.2        8.9      354.1 
120821  103651  47  54.2732 N  65  28.8322 W   2.1       10.3       11.2        8.9      354.1 
120821  103652  47  54.2737 N  65  28.8326 W   2.1       10.3       11.2        8.9      354.1 
120821  103653  47  54.2743 N  65  28.8329 W   2.1       10.3       11.2        8.9      354.1 
120821  103654  47  54.2748 N  65  28.8333 W   2.1       10.3       11.2       12.0*      49.3*
120821  103655  47  54.2753 N  65  28.8337 W   2.1       10.3       11.2       12.0       49.3 
120821  103656  47  54.2758 N  65  28.8341 W   2.1       10.3       11.2       12.0       49.3 
120821  103657  47  54.2763 N  65  28.8344 W   2.1       10.3       11.2       12.0       49.3 
120821  103658  47  54.2768 N  65  28.8348 W   2.1       10.3       11.2       12.0       49.3 
120821  103659  47  54.2773 N  65  28.8352 W   2.1       10.3       11.2        9.8*      49.3 
120821  103700  47  54.2778 N  65  28.8355 W   2.1        2.2*      11.2        9.8       49.3 
120821  103701  47  54.2783 N  65  28.8359 W   2.1        2.2       11.2        9.8       49.3 
120821  103702  47  54.2788 N  65  28.8362 W   2.0        2.2       11.2        9.8       49.3 
120821  103703  47  54.2793 N  65  28.8366 W   2.0        2.2       11.2        9.8       49.3 
120821  103704  47  54.2798 N  65  28.8369 W   2.0        2.2       11.2       13.8*      49.3 
120821  103705  47  54.2803 N  65  28.8373 W   2.0        2.2       11.2       13.8      376.5*
120821  103706  47  54.2808 N  65  28.8377 W   2.0        2.2       11.2       13.8      376.5 
120821  103707  47  54.2813 N  65  28.8380 W   2.0        2.2       11.2       13.8      376.5 
120821  103708  47  54.2818 N  65  28.8383 W   2.0        2.2       11.2       13.8      376.5 
120821  103709  47  54.2824 N  65  28.8387 W   2.0        2.2       11.2       13.8      376.5 
120821  103710  47  54.2829 N  65  28.8391 W   2.0        2.2       11.2       11.7*      49.7*
120821  103711  47  54.2835 N  65  28.8395 W   2.0        2.2       11.2       11.7       49.7 
120821  103712  47  54.2840 N  65  28.8399 W   2.0        2.2       11.2       11.7       49.7 
120821  103713  47  54.2845 N  65  28.8403 W   2.0        2.3*      11.2       11.7       49.7 
120821  103714  47  54.2850 N  65  28.8407 W   2.0        2.3       11.2       11.7       49.7 
120821  103715  47  54.2856 N  65  28.8411 W   2.0        2.3       11.2       13.7*      49.7 
120821  103716  47  54.2861 N  65  28.8415 W   2.0        2.3       11.2       13.7       45.7*
120821  103717  47  54.2867 N  65  28.8420 W   2.0        2.3       11.2       13.7       45.7 
120821  103718  47  54.2872 N  65  28.8424 W   2.1        2.3       11.2       13.7       45.7 
120821  103719  47  54.2878 N  65  28.8429 W   2.1        2.3       11.2       13.7       45.7 
120821  103720  47  54.2883 N  65  28.8433 W   2.1        2.3       11.2        8.9*      45.7 
120821  103721  47  54.2889 N  65  28.8437 W   2.1        2.3       11.2        8.9       46.2*
120821  103722  47  54.2894 N  65  28.8441 W   2.1        2.3       11.2        8.9       46.2 
120821  103723  47  54.2900 N  65  28.8446 W   2.1        2.3       11.2        8.9       46.2 
120821  103724  47  54.2905 N  65  28.8450 W   2.1        2.3       11.2        8.9       46.2 
120821  103725  47  54.2911 N  65  28.8454 W   2.1        2.3       11.2        8.9       46.2 
120821  103726  47  54.2916 N  65  28.8457 W   2.1        2.2*      11.2       10.3*      50.6*
120821  103727  47  54.2920 N  65  28.8460 W   2.1        2.2       11.2       10.3       50.6 
120821  103728  47  54.2925 N  65  28.8464 W   2.1        2.2       11.2       10.3       50.6 
120821  103729  47  54.2930 N  65  28.8467 W   2.1        2.2       11.2       10.3       50.6 
120821  103730  47  54.2935 N  65  28.8470 W   2.1        2.2       11.2       10.3       50.6 
120821  103731  47  54.2940 N  65  28.8475 W   2.2        2.2       11.2        7.4*      43.5*
120821  103732  47  54.2946 N  65  28.8480 W   2.2        2.2        2.4*       7.4       43.5 
120821  103733  47  54.2952 N  65  28.8484 W   2.1        2.2        2.4        7.4       43.5 
120821  103734  47  54.2957 N  65  28.8488 W   2.1        2.2        2.4        7.4       43.5 
120821  103735  47  54.2962 N  65  28.8491 W   2.1        2.2        2.4        7.4       43.5 
120821  103736  47  54.2967 N  65  28.8494 W   2.1        2.2        2.4       10.6*      43.5 
120821  103737  47  54.2972 N  65  28.8497 W   2.1        2.2        2.4       10.6       47.1*
120821  103738  47  54.2976 N  65  28.8500 W   2.1        2.2       12.9*      10.6       47.1 
120821  103739  47  54.2981 N  65  28.8503 W   2.1        2.2       12.9       10.6       47.1 
120821  103740  47  54.2986 N  65  28.8506 W   2.1        2.2       12.9       10.6       47.1 
120821  103741  47  54.2991 N  65  28.8510 W   2.1        2.2       12.9       10.6       47.1 
120821  103742  47  54.2997 N  65  28.8514 W   2.1        2.2       12.9        9.5*      45.3*
120821  103743  47  54.3002 N  65  28.8517 W   2.1        2.2       12.9        9.5       45.3 
120821  103744  47  54.3007 N  65  28.8521 W   2.1        2.2       12.9        9.5       45.3 
120821  103745  47  54.3013 N  65  28.8524 W   2.1        2.2       12.9        9.5       45.3 
120821  103746  47  54.3018 N  65  28.8528 W   2.1        2.2       12.9        9.5       45.3 
120821  103747  47  54.3021 N  65  28.8529 W   2.0        2.2       12.9        9.9*      45.3*
120821  103748  47  54.3026 N  65  28.8532 W   2.0        2.2       12.9        9.9       45.3 
120821  103749  47  54.3030 N  65  28.8534 W   2.0        2.2       12.9        9.9       45.3 
120821  103750  47  54.3035 N  65  28.8537 W   2.0        2.2       12.9        9.9       45.3 
120821  103751  47  54.3041 N  65  28.8541 W   2.0        2.2        7.2*       9.9       45.3 
120821  103752  47  54.3046 N  65  28.8544 W   2.0        2.2        7.2       11.1*      45.3 
120821  103753  47  54.3051 N  65  28.8548 W   2.0        2.2        7.2       11.1       51.5*
120821  103754  47  54.3057 N  65  28.8551 W   2.0        2.2        7.2       11.1       51.5 
120821  103755  47  54.3062 N  65  28.8554 W   2.0        2.2        7.2       11.1       51.5 
120821  103756  47  54.3067 N  65  28.8558 W   2.0        2.2        7.2       11.1       51.5 
120821  103757  47  54.3071 N  65  28.8560 W   2.0        2.2        8.3*      11.1       51.5 
120821  103758  47  54.3076 N  65  28.8562 W   2.0        2.2        8.3        8.9*      51.5 
120821  103759  47  54.3081 N  65  28.8564 W   1.9        2.2        8.3        8.9       51.5 
120821  103800  47  54.3085 N  65  28.8566 W   1.9        2.2        8.3        8.9       51.5 
120821  103801  47  54.3090 N  65  28.8568 W   1.9        2.2        8.3        8.9       51.5 
120821  103802  47  54.3095 N  65  28.8571 W   1.9        2.2        8.3        8.9       51.5 
120821  103803  47  54.3099 N  65  28.8574 W   1.9        2.2        8.3       10.2*     118.3*
120821  103804  47  54.3104 N  65  28.8576 W   1.9        2.2        8.3       10.2      118.3 
120821  103805  47  54.3109 N  65  28.8578 W   1.9        2.2        8.3       10.2      118.3 
120821  103806  47  54.3114 N  65  28.8581 W   1.9        2.2        8.3       10.2      118.3 
120821  103807  47  54.3119 N  65  28.8584 W   1.9        2.2        8.3       10.2      118.3 
120821  103808  47  54.3125 N  65  28.8587 W   1.9        2.2        8.3        5.5*     118.3 
120821  103809  47  54.3129 N  65  28.8590 W   1.9        2.2        8.3        5.5       46.6*
120821  103810  47  54.3135 N  65  28.8592 W   1.9        2.2        8.3        5.5       46.6 
120821  103811  47  54.3140 N  65  28.8596 W   1.9        2.2        8.3        5.5       46.6 
120821  103812  47  54.3145 N  65  28.8598 W   1.9        2.2        8.3        5.5       46.6 
120821  103813  47  54.3150 N  65  28.8601 W   1.9        2.2        8.3        5.1*      46.6 
120821  103814  47  54.3156 N  65  28.8603 W   1.9        2.2        8.3        5.1       59.8*
120821  103815  47  54.3161 N  65  28.8606 W   1.9        2.2        8.3        5.1       59.8 
120821  103816  47  54.3166 N  65  28.8609 W   1.9        2.2        8.3        5.1       59.8 
120821  103817  47  54.3171 N  65  28.8611 W   1.9        2.2        8.3        5.1       59.8 
120821  103818  47  54.3177 N  65  28.8614 W   1.9        2.2        8.3        5.1       59.8 
120821  103819  47  54.3182 N  65  28.8617 W   1.9        2.2        8.3        5.1       32.1*
120821  103820  47  54.3188 N  65  28.8620 W   1.9        2.2        8.3        5.1       32.1 
120821  103821  47  54.3193 N  65  28.8624 W   1.9        2.2        8.3        5.1       32.1 
120821  103822  47  54.3199 N  65  28.8627 W   2.0        2.2        8.3        5.1       32.1 
120821  103823  47  54.3205 N  65  28.8630 W   2.0        2.2        8.3        5.1       32.1 
120821  103824  47  54.3211 N  65  28.8633 W   2.0        2.2        8.3        5.1       32.1 
120821  103825  47  54.3216 N  65  28.8636 W   2.0        2.2        8.3        5.1       57.2*
120821  103826  47  54.3222 N  65  28.8639 W   2.0        2.2        8.3        5.1       57.2 
120821  103827  47  54.3228 N  65  28.8642 W   2.0        2.2        8.3        5.1       57.2 
120821  103828  47  54.3234 N  65  28.8645 W   2.0        2.2        8.3        5.1       57.2 
120821  103829  47  54.3240 N  65  28.8647 W   2.1        2.2        8.3        5.1       57.2 
120821  103830  47  54.3245 N  65  28.8650 W   2.1        2.2        8.3        5.1       36.5*
120821  103831  47  54.3251 N  65  28.8653 W   2.1        2.2        8.3       76.8*      36.5 
120821  103832  47  54.3256 N  65  28.8656 W   2.0        2.2        8.3       76.8       36.5 
120821  103833  47  54.3261 N  65  28.8657 W   2.0        2.2        8.3       76.8       36.5 
120821  103834  47  54.3266 N  65  28.8659 W   2.0        2.2        8.3       76.8       36.5 
120821  103835  47  54.3270 N  65  28.8660 W   2.0        2.2        8.3       76.8       44.9*
120821  103836  47  54.3275 N  65  28.8662 W   2.0        2.2        8.3       76.8       44.9 
120821  103837  47  54.3280 N  65  28.8664 W   2.0        2.2        8.3       76.8       44.9 
120821  103838  47  54.3285 N  65  28.8665 W   1.9        2.2        8.3      117.8*      44.9 
120821  103839  47  54.3289 N  65  28.8667 W   1.9        2.2        8.3      117.8       44.9 
120821  103840  47  54.3294 N  65  28.8668 W   1.9        2.2        8.3      117.8       45.7*
120821  103841  47  54.3299 N  65  28.8671 W   1.9        2.2        8.3      117.8       45.7 
120821  103842  47  54.3304 N  65  28.8672 W   1.9        2.2        8.3      117.8       45.7 
120821  103843  47  54.3309 N  65  28.8673 W   1.9        2.2*       8.3      117.8       45.7 
120821  103844  47  54.3314 N  65  28.8675 W   1.9        2.2        8.3      117.8       45.7 
120821  103845  47  54.3319 N  65  28.8677 W   1.9        2.2        8.3      109.8*      45.7 
120821  103846  47  54.3324 N  65  28.8679 W   1.9        2.2        8.3      109.8       45.7 
120821  103847  47  54.3330 N  65  28.8681 W   1.9        2.2        8.3      109.8       45.7 
120821  103848  47  54.3335 N  65  28.8683 W   1.9        2.2        8.3      109.8       45.7 
120821  103849  47  54.3340 N  65  28.8685 W   1.9        2.2        8.3      109.8       45.7 
120821  103850  47  54.3345 N  65  28.8687 W   2.0        2.2        8.3        7.7*      45.7 
120821  103851  47  54.3351 N  65  28.8689 W   2.0        2.2        8.3        7.7       45.7 
120821  103852  47  54.3356 N  65  28.8691 W   2.0        2.2        8.3        7.7       45.7 
120821  103853  47  54.3362 N  65  28.8694 W   2.0        2.2        8.3        7.7       45.7 
120821  103854  47  54.3368 N  65  28.8697 W   2.0        2.2        8.3        7.7       45.7 
120821  103855  47  54.3374 N  65  28.8699 W   2.0        2.2        8.3        7.7       45.7 
120821  103856  47  54.3379 N  65  28.8701 W   2.1        2.1*       8.3        7.7       45.7 
120821  103857  47  54.3385 N  65  28.8704 W   2.1        2.1        8.3        7.7       45.7 
120821  103858  47  54.3391 N  65  28.8707 W   2.1        2.1        8.3        7.7       45.7 
120821  103859  47  54.3396 N  65  28.8709 W   2.1        2.1        8.3        7.7       45.7 
120821  103900  47  54.3403 N  65  28.8712 W   2.1        2.1        8.3        7.7       45.7 
120821  103901  47  54.3408 N  65  28.8714 W   2.1        2.1        8.3        7.7       45.7 
120821  103902  47  54.3414 N  65  28.8716 W   2.1        2.1        8.3        7.7       63.3*
120821  103903  47  54.3419 N  65  28.8718 W   2.1        2.1        8.3        7.7       63.3 
120821  103904  47  54.3424 N  65  28.8720 W   2.0        2.1        8.3        7.7       63.3 
120821  103905  47  54.3428 N  65  28.8720 W   2.0        2.1        8.3        7.7       63.3 
120821  103906  47  54.3432 N  65  28.8721 W   1.8        2.1        8.3        7.7       63.3 
120821  103907  47  54.3435 N  65  28.8720 W   1.7        2.1        8.3        7.7       63.3 
120821  103908  47  54.3437 N  65  28.8720 W   1.6        2.1        8.3        7.7       63.3 
120821  103909  47  54.3440 N  65  28.8719 W   1.5        2.1        8.3        7.7       63.3 
120821  103910  47  54.3442 N  65  28.8719 W   1.4        7.1*       8.3        7.7       63.3 
120821  103911  47  54.3445 N  65  28.8717 W   1.3        7.1        8.3        7.7       63.3 
120821  103912  47  54.3447 N  65  28.8715 W   1.2        7.1        8.3        7.7       63.3 
120821  103913  47  54.3448 N  65  28.8713 W   1.1        7.1        8.3        7.7       63.3 
120821  103914  47  54.3450 N  65  28.8712 W   1.0        7.1        8.3        7.7       63.3 
120821  103915  47  54.3451 N  65  28.8709 W   0.9        7.1        8.3        7.7       63.3 
120821  103916  47  54.3452 N  65  28.8707 W   0.9        7.1        8.3        7.7       63.3 
120821  103917  47  54.3453 N  65  28.8704 W   0.8        7.1        8.3        7.7       63.3 
120821  103918  47  54.3453 N  65  28.8701 W   0.7        7.1        8.3        7.7       63.3 
120821  103919  47  54.3454 N  65  28.8698 W   0.7        7.1        8.3        7.7       63.3 
120821  103920  47  54.3455 N  65  28.8696 W   0.7        7.1        8.3        7.7       63.3 
120821  103921  47  54.3455 N  65  28.8693 W   0.7        7.1        8.3        7.7       63.3 
120821  103922  47  54.3456 N  65  28.8690 W   0.6        7.1        8.3        7.7       63.3 
120821  103923  47  54.3456 N  65  28.8687 W   0.6        2.2*       8.3        7.7       53.2*
120821  103924  47  54.3456 N  65  28.8684 W   0.6        2.2        8.3        7.7       53.2 
120821  103925  47  54.3456 N  65  28.8682 W   0.6        2.2        8.3        7.7       53.2 
120821  103926  47  54.3456 N  65  28.8679 W   0.7        2.2        8.3        7.7       53.2 
120821  103927  47  54.3455 N  65  28.8675 W   0.7        2.2        8.3       57.3*      53.2 
120821  103928  47  54.3455 N  65  28.8672 W   0.7        2.2        8.3       57.3       36.9*
120821  103929  47  54.3455 N  65  28.8669 W   0.7        2.2        2.4*      57.3       36.9 
120821  103930  47  54.3454 N  65  28.8666 W   0.7        2.2        2.4       57.3       36.9 
120821  103931  47  54.3454 N  65  28.8662 W   0.7        2.2        2.4       57.3       36.9 
120821  103932  47  54.3453 N  65  28.8659 W   0.8        2.2        2.4        1.0*      36.9 
120821  103933  47  54.3452 N  65  28.8655 W   0.8        2.2        2.4        1.0       36.9 
120821  103934  47  54.3451 N  65  28.8651 W   0.8        2.2        2.4        1.0       23.8*
