FileName: C:\2005CA~1\CTY0352.TXT
Local Time: Thu Oct 06 22:28:16 2005

Ship: Marco Michel Trip: 01 Tow: cty0352
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051007  012819  47  19.1680 N  62  34.5340 W   2.3        2.5*      10.7        2.3*       5.8*       9.2*
051007  013307  47  18.9580 N  62  34.9050 W   1.6        4.0        2.4        5.9       70.8       75.6 
051007  013309  47  18.9580 N  62  34.9070 W   2.0        4.0        2.4        5.9        9.0*      77.3*
051007  013311  47  18.9570 N  62  34.9080 W   1.7        4.0        2.4        5.9        9.0       77.3 
051007  013313  47  18.9570 N  62  34.9090 W   1.8        4.0        2.4        5.9        9.0       77.3 
051007  013315  47  18.9560 N  62  34.9110 W   2.1        4.0        2.4        5.9        6.2*      80.4*
051007  013317  47  18.9550 N  62  34.9110 W   1.7        4.0        2.4        5.9        6.2       80.4 
051007  013319  47  18.9550 N  62  34.9120 W   2.0        4.0        2.4        5.9        6.2       80.4 
051007  013321  47  18.9540 N  62  34.9140 W   1.7        4.0        2.4        6.0*       7.6*      75.6*
051007  013323  47  18.9540 N  62  34.9160 W   1.7        4.0        2.4        6.0        7.6       75.6 
051007  013325  47  18.9530 N  62  34.9170 W   2.1        4.0        2.4        6.0        7.6*      77.3*
051007  013327  47  18.9520 N  62  34.9180 W   1.8        4.0        2.4        9.5*       7.6       77.3 
051007  013329  47  18.9510 N  62  34.9200 W   2.1        4.0        2.4        9.5        7.6       77.3 
051007  013331  47  18.9510 N  62  34.9210 W   1.5        4.0        2.4       14.6*       7.8*      76.9*
051007  013333  47  18.9500 N  62  34.9220 W   2.2        4.0        2.4       14.6        7.8       76.9 
051007  013335  47  18.9490 N  62  34.9240 W   1.6        4.0        2.4       14.6        7.3*      76.9 
051007  013337  47  18.9490 N  62  34.9250 W   2.2        4.0        2.4       14.6        7.3       76.9*
051007  013339  47  18.9480 N  62  34.9260 W   1.5        4.0        2.4       14.6        7.3       76.9 
051007  013341  47  18.9480 N  62  34.9270 W   2.4        4.0        2.4        6.7*       7.8*      76.0*
051007  013343  47  18.9470 N  62  34.9290 W   1.5        4.0        2.4        6.7        7.8       76.0 
051007  013345  47  18.9460 N  62  34.9300 W   2.2        4.0        2.4        6.7        7.8       76.0 
051007  013347  47  18.9450 N  62  34.9320 W   1.8        4.0        2.4        6.3*      87.5*      76.4*
051007  013349  47  18.9450 N  62  34.9330 W   1.8        4.0        2.4        6.3       87.5       76.4 
051007  013351  47  18.9440 N  62  34.9340 W   2.2        4.0        2.4        6.3       87.5       76.4 
051007  013353  47  18.9440 N  62  34.9350 W   1.4        4.0        2.4        6.7*      87.5       77.8*
051007  013355  47  18.9430 N  62  34.9370 W   2.3        4.0        2.4        6.7       87.5       77.8 
051007  013357  47  18.9430 N  62  34.9380 W   1.4        4.0        2.4        7.3*      87.5       77.3*
051007  013359  47  18.9420 N  62  34.9390 W   2.2        4.0        2.4        7.3       87.5       77.3 
051007  013401  47  18.9410 N  62  34.9400 W   1.6        4.0        2.4        7.3       87.5       77.3 
051007  013403  47  18.9410 N  62  34.9420 W   2.1        4.0        2.4        5.3*       8.0*      78.6*
051007  013405  47  18.9400 N  62  34.9430 W   1.6        4.0        2.4        5.3        8.0       78.6 
051007  013407  47  18.9400 N  62  34.9440 W   2.0        4.0        2.4        5.3        7.3*      78.6 
051007  013409  47  18.9390 N  62  34.9460 W   1.6        4.0        2.4        6.5*       7.3       78.6 
051007  013411  47  18.9380 N  62  34.9470 W   2.3        4.0        2.4        6.5        7.3       78.6 
051007  013413  47  18.9380 N  62  34.9480 W   1.6        4.0        2.4        6.8*       8.0*      78.6 
051007  013415  47  18.9370 N  62  34.9490 W   2.0        4.0        2.4        6.8        8.0       78.6 
051007  013417  47  18.9360 N  62  34.9510 W   2.0        4.0        2.4        6.8        7.8*      78.6 
051007  013419  47  18.9360 N  62  34.9520 W   1.9        4.0        2.4        6.8        7.8       78.6 
051007  013421  47  18.9350 N  62  34.9530 W   1.8        4.0        2.4        6.8        7.8       78.6 
051007  013423  47  18.9340 N  62  34.9550 W   2.1        4.0        2.4       59.0*       8.0*      78.6 
051007  013425  47  18.9340 N  62  34.9560 W   1.7        4.0        2.4       59.0        8.0       78.6 
051007  013427  47  18.9330 N  62  34.9580 W   2.1        4.0        2.4       59.0        8.0       78.6 
051007  013429  47  18.9330 N  62  34.9590 W   1.7        4.0        2.4        6.5*       8.1*      77.3*
051007  013431  47  18.9320 N  62  34.9610 W   2.1        4.0        2.4        6.5        8.1       77.3 
051007  013433  47  18.9310 N  62  34.9620 W   1.7        4.0        2.4        6.5        8.0*      77.3 
051007  013435  47  18.9300 N  62  34.9630 W   2.0        4.0        2.4        6.9*       8.0       77.8*
051007  013437  47  18.9300 N  62  34.9640 W   2.0        4.0        2.4        6.9        8.0       77.8 
051007  013439  47  18.9290 N  62  34.9650 W   1.8        4.0        2.4        6.4*       8.0       77.8 
051007  013441  47  18.9280 N  62  34.9670 W   2.2        4.0        2.4        6.4        8.0       77.3*
051007  013443  47  18.9280 N  62  34.9680 W   1.6        4.0        2.4        6.4        8.0       77.3 
051007  013445  47  18.9270 N  62  34.9700 W   2.4        4.0        2.4        6.8*       8.0       77.3 
051007  013447  47  18.9260 N  62  34.9710 W   1.5        4.0        2.4        6.8        8.0       76.9*
051007  013449  47  18.9260 N  62  34.9720 W   2.3        4.0        2.4        6.8        8.1*      76.9 
051007  013451  47  18.9250 N  62  34.9740 W   1.6        4.0        2.4        6.8        8.1       77.3*
051007  013453  47  18.9250 N  62  34.9750 W   2.0        4.0        2.4        6.8        8.1       77.3 
051007  013455  47  18.9240 N  62  34.9770 W   1.8        4.0        2.4        6.8        7.5*      77.3 
051007  013457  47  18.9240 N  62  34.9770 W   1.9        4.0        2.4        6.8        7.5       76.9*
051007  013459  47  18.9230 N  62  34.9790 W   2.0        4.0        2.4        6.8        8.6*      76.9 
051007  013501  47  18.9220 N  62  34.9800 W   1.8        4.0        2.4      109.4*       8.6       76.9 
051007  013503  47  18.9210 N  62  34.9820 W   1.9        4.0        2.4      109.4        8.6       76.9*
051007  013505  47  18.9210 N  62  34.9830 W   1.9        4.0        2.4      109.4        7.1*      76.9 
051007  013507  47  18.9200 N  62  34.9850 W   2.1        4.0        2.4        6.5*       7.1       78.6*
051007  013509  47  18.9190 N  62  34.9850 W   1.7        4.0        2.4        6.5        7.1       78.6 
051007  013511  47  18.9190 N  62  34.9870 W   2.0        4.0        2.4        6.2*       7.9*      78.6 
051007  013513  47  18.9180 N  62  34.9880 W   1.9        4.0        2.4        6.2        7.9       73.8*
051007  013515  47  18.9180 N  62  34.9890 W   1.6        4.0        2.4        6.2        7.9       73.8 
051007  013517  47  18.9170 N  62  34.9900 W   2.2        4.0        2.4        6.2        7.6*      73.8 
051007  013519  47  18.9160 N  62  34.9920 W   1.8        4.0        2.4        6.2        7.6       79.1*
051007  013521  47  18.9150 N  62  34.9930 W   1.9        4.0        2.4       52.2*       8.1*      79.1 
051007  013523  47  18.9150 N  62  34.9950 W   2.0        4.0        2.4       52.2        8.1       77.3*
051007  013525  47  18.9140 N  62  34.9970 W   1.7        4.0        2.4       52.2        8.1       77.3 
051007  013527  47  18.9130 N  62  34.9980 W   2.1        4.0        2.4        6.3*       7.5*      77.3 
051007  013529  47  18.9130 N  62  34.9990 W   1.6        4.0        2.4        6.3        7.5       76.9*
051007  013531  47  18.9120 N  62  35.0000 W   2.4        4.0        2.4        6.3        8.0*      76.9 
051007  013533  47  18.9120 N  62  35.0020 W   1.6        4.0        2.4        6.3        8.0       76.9 
051007  013535  47  18.9110 N  62  35.0030 W   2.2        4.0        2.4        6.3        8.0       75.1*
051007  013537  47  18.9100 N  62  35.0050 W   2.0        4.0        2.4       44.8*       7.9*      75.1 
051007  013539  47  18.9100 N  62  35.0060 W   1.8        4.0        2.4       44.8        7.9       76.0*
051007  013541  47  18.9090 N  62  35.0070 W   2.0        4.0        2.4       44.8        7.9       76.0 
051007  013543  47  18.9080 N  62  35.0090 W   2.0        4.0        2.4        6.6*       8.0*      76.0 
051007  013545  47  18.9080 N  62  35.0100 W   1.8        4.0        2.4        6.6        8.0       78.2*
051007  013547  47  18.9070 N  62  35.0120 W   2.1        4.0        2.4        6.6        7.4*      78.2 
051007  013549  47  18.9070 N  62  35.0140 W   1.8        4.0        2.4        6.5*       7.4       78.2 
051007  013551  47  18.9060 N  62  35.0150 W   2.1        4.0        2.4        6.5        7.4       73.4*
051007  013553  47  18.9050 N  62  35.0160 W   1.8        4.0        2.4        6.6*       8.6*      73.4 
051007  013555  47  18.9040 N  62  35.0180 W   2.1        4.0        2.4        6.6        8.6       78.2*
051007  013557  47  18.9040 N  62  35.0190 W   1.9        4.0        2.4        6.6        8.6       78.2 
051007  013559  47  18.9030 N  62  35.0210 W   2.1        4.0        2.4        6.5*       7.8*      78.2 
051007  013601  47  18.9030 N  62  35.0220 W   1.7        4.0        2.4        6.5        7.8       76.4*
051007  013603  47  18.9020 N  62  35.0230 W   2.1        4.0        2.4        6.7*       8.9*      76.4 
051007  013605  47  18.9020 N  62  35.0240 W   1.9        4.0        2.4        6.7        8.9       76.4 
051007  013607  47  18.9010 N  62  35.0260 W   1.9        4.0        2.4        6.7        8.9       75.1*
051007  013609  47  18.9000 N  62  35.0270 W   2.0        4.0        2.4        6.2*       7.4*      75.1 
051007  013611  47  18.9000 N  62  35.0280 W   1.9        4.0        2.4        6.2        7.4       76.9*
051007  013613  47  18.8990 N  62  35.0290 W   2.0        4.0        2.4        6.2        7.4       76.9 
051007  013615  47  18.8990 N  62  35.0310 W   1.9        4.0        2.3*       6.2*       7.4*      76.9 
051007  013617  47  18.8980 N  62  35.0330 W   1.9        4.0        2.3        6.2        7.4       75.1*
051007  013619  47  18.8970 N  62  35.0340 W   1.9        4.0        2.3        6.1*       7.7*      75.1 
051007  013621  47  18.8970 N  62  35.0350 W   2.0        4.0        2.3        6.1        7.7       75.1 
051007  013623  47  18.8960 N  62  35.0370 W   2.0        2.7*       2.3        6.1        7.7       77.3*
051007  013625  47  18.8960 N  62  35.0390 W   2.0        2.7        2.3        6.8*       9.2*      77.3 
051007  013627  47  18.8950 N  62  35.0400 W   1.8        2.7        2.3        6.8        9.2       77.3 
051007  013629  47  18.8950 N  62  35.0410 W   2.2        2.7        2.3        6.8        7.6*      75.6*
051007  013631  47  18.8940 N  62  35.0420 W   1.9        2.7        2.3        6.4*       7.6       75.6 
051007  013633  47  18.8930 N  62  35.0440 W   1.9        2.7        2.3        6.4        7.6       76.0*
051007  013635  47  18.8930 N  62  35.0450 W   1.9        2.7        2.3        6.4*       8.2*      76.0 
051007  013637  47  18.8920 N  62  35.0460 W   1.9        2.7        2.3        6.4        8.2       76.0 
051007  013639  47  18.8910 N  62  35.0480 W   2.0        2.7        2.3        6.4        8.2       77.3*
051007  013641  47  18.8910 N  62  35.0500 W   2.0        2.7        2.3        6.0*       7.3*      77.3 
051007  013643  47  18.8900 N  62  35.0510 W   1.9        2.7        2.3        6.0        7.3       77.3 
051007  013645  47  18.8890 N  62  35.0520 W   1.8        2.7        2.3        6.4*       7.4*      73.4*
051007  013647  47  18.8890 N  62  35.0530 W   2.4        2.7       12.0*       6.4        7.4       73.4 
051007  013649  47  18.8880 N  62  35.0550 W   1.4        2.7       12.0        6.4        7.4       78.6*
051007  013651  47  18.8870 N  62  35.0560 W   2.5        2.7       12.0        6.2*       7.6*      78.6 
051007  013653  47  18.8870 N  62  35.0570 W   1.6        2.7       12.0        6.2        7.6       78.6 
051007  013655  47  18.8860 N  62  35.0580 W   2.1        2.7       12.0        6.2        7.6       75.1*
051007  013657  47  18.8850 N  62  35.0610 W   1.6        2.7       12.0        6.6*       7.6*      75.1 
051007  013659  47  18.8850 N  62  35.0620 W   2.0        2.7       12.0        6.6        7.6       75.1 
051007  013701  47  18.8840 N  62  35.0630 W   1.9        2.7       12.0        5.8*       7.2*      77.8*
051007  013703  47  18.8840 N  62  35.0640 W   1.9        2.7       12.0        5.8        7.2       77.8 
051007  013705  47  18.8830 N  62  35.0660 W   1.9        2.7       12.0        5.8        7.2       74.2*
051007  013707  47  18.8820 N  62  35.0670 W   2.0        2.7       12.0        5.8       20.7*      74.2 
051007  013709  47  18.8820 N  62  35.0690 W   2.0        2.7       12.0        5.8       20.7       74.2 
051007  013711  47  18.8810 N  62  35.0700 W   1.9        2.7       12.0        5.8       20.7       76.9*
051007  013713  47  18.8800 N  62  35.0710 W   1.9        2.7       12.0        5.8       20.7       76.9 
051007  013715  47  18.8800 N  62  35.0730 W   2.0        2.7       12.0        5.8       20.7       76.9 
051007  013717  47  18.8790 N  62  35.0740 W   1.8        2.7       12.0        6.4*       8.8*      77.3*
051007  013719  47  18.8790 N  62  35.0760 W   2.3        2.7       12.0        6.4        8.8       77.3 
051007  013721  47  18.8780 N  62  35.0780 W   1.5        2.7       12.0        6.4        8.8       74.7*
051007  013723  47  18.8770 N  62  35.0790 W   2.3        2.7       12.0       18.7*       7.4*      74.7 
051007  013725  47  18.8760 N  62  35.0800 W   1.8        2.7       12.0       18.7        7.4       74.7 
051007  013727  47  18.8760 N  62  35.0810 W   1.8        2.7       12.0       18.7        7.3*      76.9*
051007  013729  47  18.8750 N  62  35.0820 W   2.1        2.7       12.0       18.7        7.3       76.9 
