FileName: C:\2005CA~1\CTY0222.TXT
Local Time: Thu Oct 06 13:08:41 2005

Ship: Marco Michel Trip: 01 Tow: cty0222
Comments: zone 12
 Date    Time     Latitude       Longitude    Speed    Primary  Secondary DoorSpread WingSpread      Depth 
051006  160843  47  25.9170 N  62  32.7210 W   2.9        6.1        7.8*       0.2*       0.6*      20.6*
051006  160919  47  25.8730 N  62  32.7550 W   6.8        6.1        7.8        3.0        0.6       20.6 
051006  160921  47  25.8690 N  62  32.7570 W   7.3        6.1        7.8        6.1*       0.6       20.6 
051006  160923  47  25.8660 N  62  32.7610 W   7.6        6.1        7.8        6.1        0.6       20.6 
051006  160925  47  25.8620 N  62  32.7640 W   7.6        6.1        7.8        1.7*       1.5*      20.6 
051006  160927  47  25.8590 N  62  32.7660 W   7.1        6.1        7.8        1.7        1.5       20.6 
051006  160929  47  25.8550 N  62  32.7690 W   7.2        6.1        7.8        1.7        1.5       20.6 
051006  160931  47  25.8510 N  62  32.7720 W   8.2        6.1        7.8        1.7        4.5*      20.6 
051006  160933  47  25.8470 N  62  32.7760 W   8.3        6.1        7.8        1.7        4.5       20.6 
051006  160935  47  25.8440 N  62  32.7790 W   7.2        6.1        7.8        1.7        4.5       20.6 
051006  160937  47  25.8400 N  62  32.7810 W   7.1        7.2*       7.8        1.7       10.7*      20.6 
051006  160939  47  25.8370 N  62  32.7840 W   7.4        7.2        7.8        1.7       10.7       20.6 
051006  160941  47  25.8330 N  62  32.7880 W   7.9        7.2        7.8       12.2*       1.4*      20.6 
051006  160943  47  25.8290 N  62  32.7910 W   7.8        7.2        7.8       12.2        1.4       20.6 
051006  160945  47  25.8260 N  62  32.7940 W   6.8        7.2        7.8       12.2        1.4       20.6 
051006  160947  47  25.8220 N  62  32.7970 W   7.3        7.2        7.8       12.2        1.4       20.6 
051006  160947  47  25.8220 N  62  32.7970 W   7.3        7.2        7.8       12.2        1.4       20.6 
051006  160951  47  25.8180 N  62  32.8030 W   7.7        7.2        7.8       12.2        1.4       20.6 
051006  160953  47  25.8140 N  62  32.8060 W   7.1        7.2        7.8       12.2        1.4       20.6 
051006  160955  47  25.8110 N  62  32.8080 W   6.5        7.2        7.8       12.2        1.4       20.6 
051006  160957  47  25.8060 N  62  32.8120 W   6.7        7.2        7.8       12.2        1.4       20.6 
051006  160959  47  25.8020 N  62  32.8150 W   7.7        7.2        7.8       12.2        1.4       20.6 
051006  161001  47  25.7990 N  62  32.8190 W   7.1        7.2        7.8       12.2        1.4       20.6 
051006  161003  47  25.7950 N  62  32.8220 W   6.8        7.2        7.8       12.2        1.4       20.6 
051006  161005  47  25.7920 N  62  32.8240 W   6.5        7.2        7.8       12.2        1.4       20.6 
051006  161007  47  25.7890 N  62  32.8270 W   7.0        7.2        7.8       12.2        6.0*      20.6 
051006  161009  47  25.7850 N  62  32.8300 W   7.5        7.2        7.8       12.2        6.0       20.6 
051006  161011  47  25.7820 N  62  32.8340 W   7.2        7.2        7.8       12.2        6.0       20.6 
051006  161013  47  25.7790 N  62  32.8360 W   6.2        7.2        7.8       12.2        5.7*      20.6 
051006  161015  47  25.7760 N  62  32.8380 W   6.8        7.2        7.8       12.2        5.7       20.6 
051006  161017  47  25.7730 N  62  32.8420 W   7.7        7.2        7.8       12.2        5.7       20.6 
051006  161019  47  25.7690 N  62  32.8450 W   7.4        7.2        7.8       12.2        5.7       20.6 
051006  161021  47  25.7650 N  62  32.8480 W   6.9        7.2        7.8       12.2        5.7       20.6 
051006  161023  47  25.7620 N  62  32.8510 W   6.2        7.2        7.8        4.7*      32.8*      20.6 
051006  161025  47  25.7590 N  62  32.8540 W   7.5        7.2        7.8        4.7       32.8       20.6 
051006  161027  47  25.7550 N  62  32.8580 W   7.5        7.2        7.8        4.7       32.8       20.6 
051006  161029  47  25.7520 N  62  32.8610 W   7.2        7.2        7.8        2.6*       5.1*      20.6 
051006  161031  47  25.7490 N  62  32.8630 W   6.1        7.2        7.8        2.6        5.1       20.6 
051006  161033  47  25.7460 N  62  32.8650 W   7.2        7.2        7.8        2.6        5.1       20.6 
051006  161035  47  25.7420 N  62  32.8690 W   7.8        7.2        7.8        2.6        5.1       20.6 
051006  161037  47  25.7390 N  62  32.8730 W   7.2        7.2        7.8        2.6        5.1       65.5*
051006  161039  47  25.7350 N  62  32.8750 W   6.2        7.2        7.8        2.6        5.1       65.5 
051006  161041  47  25.7320 N  62  32.8770 W   6.8        7.2        7.8        2.6        5.1       65.5 
051006  161043  47  25.7290 N  62  32.8810 W   7.2        7.2        7.8        2.6        5.1       65.5 
051006  161045  47  25.7250 N  62  32.8840 W   6.9        7.2        7.8        8.5*       5.1       65.5 
051006  161047  47  25.7220 N  62  32.8860 W   6.5        7.2        7.8        8.5        5.1       65.5 
051006  161049  47  25.7190 N  62  32.8890 W   6.8        7.2        7.8        8.0*       9.4*      65.5 
051006  161051  47  25.7150 N  62  32.8920 W   6.5        2.6*       7.8        8.0        9.4       65.5 
051006  161053  47  25.7130 N  62  32.8950 W   6.7        2.6        7.8        8.0        9.4       65.5 
051006  161055  47  25.7090 N  62  32.8980 W   6.5        2.6        7.8        8.0        9.4       65.5 
051006  161055  47  25.7090 N  62  32.8980 W   6.5        2.6        7.8        8.0        9.4       65.5 
051006  161059  47  25.7050 N  62  32.9030 W   6.2        2.6        7.8        8.0        8.5*      65.5 
051006  161101  47  25.7020 N  62  32.9060 W   6.8        2.6        7.8        8.0        8.5       65.5 
051006  161103  47  25.6970 N  62  32.9090 W   6.0        2.6        7.8        8.0        8.5       65.5 
051006  161105  47  25.6950 N  62  32.9110 W   5.0        2.6        7.8        8.0        8.5       65.5 
051006  161107  47  25.6920 N  62  32.9130 W   4.4        2.6        7.8        8.0        8.5       65.5 
051006  161109  47  25.6910 N  62  32.9150 W   4.0        2.6        7.8        8.0        8.5       46.1*
051006  161111  47  25.6890 N  62  32.9160 W   3.1        2.6        7.8        5.2*       8.5       46.1 
051006  161113  47  25.6870 N  62  32.9170 W   2.9        2.6        7.8        5.2        5.2*      36.9*
051006  161115  47  25.6860 N  62  32.9180 W   3.1        2.3*       7.8        4.0*       5.2       36.9 
051006  161117  47  25.6850 N  62  32.9200 W   2.0        2.3        7.8        4.0        5.2       36.9 
051006  161119  47  25.6840 N  62  32.9210 W   2.5        2.3        7.8        4.0       10.1*      57.1*
051006  161121  47  25.6830 N  62  32.9220 W   1.8        2.3        7.8        6.8*      10.1       57.1 
051006  161123  47  25.6820 N  62  32.9230 W   2.4        2.3        7.8        6.8        1.6*      57.1 
051006  161125  47  25.6810 N  62  32.9240 W   1.5        2.3        7.8        6.8        1.6       41.7*
051006  161127  47  25.6800 N  62  32.9250 W   1.9        2.3       12.4*       4.7*       1.6       41.7 
051006  161129  47  25.6800 N  62  32.9260 W   1.6        2.3       12.4        4.7        5.9*      60.2*
051006  161131  47  25.6790 N  62  32.9260 W   1.8        2.3       12.4        4.4*       5.9       60.2 
051006  161133  47  25.6790 N  62  32.9280 W   1.5        2.3        4.7*       4.4        5.9       60.2 
051006  161135  47  25.6780 N  62  32.9280 W   1.6        2.3        4.7        4.4        5.3*      51.0*
051006  161137  47  25.6770 N  62  32.9290 W   1.6        2.3        4.7        6.4*       5.3       51.0 
051006  161139  47  25.6770 N  62  32.9300 W   1.3        2.3       13.4*       6.4        5.5*      51.0 
051006  161141  47  25.6760 N  62  32.9310 W   1.9        2.3       13.4        4.5*       5.5       50.5*
051006  161143  47  25.6750 N  62  32.9320 W   1.8        2.3       13.4        4.5        5.5       50.5 
051006  161145  47  25.6750 N  62  32.9330 W   2.1        2.3        3.5*       4.5        6.1*      57.6*
051006  161147  47  25.6740 N  62  32.9330 W   1.9        2.3        3.5        4.2*       6.1       57.6 
051006  161149  47  25.6730 N  62  32.9350 W   1.8        2.3        3.5        4.2        6.1       57.6 
051006  161151  47  25.6720 N  62  32.9360 W   2.3        2.3        3.5        4.2        5.3*      58.0*
051006  161153  47  25.6710 N  62  32.9360 W   1.3        3.1*       3.5        4.6*       5.3       58.0 
051006  161155  47  25.6700 N  62  32.9370 W   2.6        3.1        3.5        4.6        5.4*      58.0 
051006  161157  47  25.6690 N  62  32.9390 W   1.5        3.1        3.5        3.8*       5.4       61.1*
051006  161159  47  25.6690 N  62  32.9400 W   2.5        3.1        2.3*       3.8        5.4       61.1 
051006  161201  47  25.6680 N  62  32.9410 W   1.8        3.1        2.3        3.8        4.9*      61.1*
051006  161203  47  25.6670 N  62  32.9420 W   2.3        3.1        2.3        4.8*       4.9       61.1 
051006  161205  47  25.6660 N  62  32.9430 W   1.5        3.6*       2.3        4.8        6.2*      61.1 
051006  161207  47  25.6650 N  62  32.9440 W   2.7        3.6        2.3        4.5*       6.2       61.1 
051006  161209  47  25.6640 N  62  32.9450 W   1.6        3.6        2.3        4.5        6.2       61.1 
051006  161211  47  25.6630 N  62  32.9460 W   2.4        3.6        2.7*       4.5        4.1*      61.1 
051006  161213  47  25.6620 N  62  32.9470 W   2.1        3.6        2.7        5.1*       4.1       61.1 
051006  161215  47  25.6620 N  62  32.9490 W   1.9        3.6        2.7        5.1        4.1       61.1 
051006  161217  47  25.6610 N  62  32.9500 W   2.4        3.6        2.7        5.1        5.8*      61.1 
051006  161219  47  25.6600 N  62  32.9510 W   1.8        3.8*       2.7        3.7*       5.8       61.1 
051006  161221  47  25.6590 N  62  32.9520 W   2.4        3.8        2.7        3.7        5.6*      61.1 
051006  161223  47  25.6580 N  62  32.9530 W   2.2        3.8        2.7        4.4*       5.6       61.1 
051006  161225  47  25.6580 N  62  32.9550 W   2.0        3.8        2.4*       4.4        5.6       61.1 
051006  161227  47  25.6560 N  62  32.9550 W   2.1        3.8        2.4        4.4        4.6*      72.0*
051006  161230  47  25.6550 N  62  32.9570 W   2.3        3.8        2.4        4.4*       4.6       72.0 
051006  161232  47  25.6540 N  62  32.9580 W   1.9        3.8*       2.4        4.4        5.3*      72.0 
051006  161233  47  25.6540 N  62  32.9580 W   2.0        3.8        2.4        4.8*       5.3       76.0*
051006  161235  47  25.6530 N  62  32.9600 W   2.7        3.8        2.4        4.8        5.3       76.0 
051006  161237  47  25.6520 N  62  32.9610 W   1.6        3.8        2.7*       4.8        5.3*      76.0 
051006  161239  47  25.6510 N  62  32.9610 W   2.5        3.8        2.7        4.7*       5.3       76.4*
051006  161241  47  25.6500 N  62  32.9630 W   2.2        3.8        2.7        4.7        5.3       76.4 
051006  161243  47  25.6490 N  62  32.9640 W   2.2        3.8        2.7        4.7        5.6*      76.4 
051006  161245  47  25.6480 N  62  32.9650 W   2.3        4.1*       2.7        5.0*       5.6       76.4*
051006  161247  47  25.6470 N  62  32.9670 W   2.0        4.1        2.7        5.0        5.3*      76.4 
051006  161249  47  25.6460 N  62  32.9680 W   2.3        4.1        2.7        8.5*       5.3       80.0*
051006  161251  47  25.6450 N  62  32.9690 W   1.8        4.1        2.4*       8.5        5.3       80.0 
051006  161253  47  25.6440 N  62  32.9700 W   2.4        4.1        2.4        8.5        6.9*      80.0 
051006  161255  47  25.6430 N  62  32.9710 W   2.1        4.1        2.4        7.4*       6.9       79.5*
051006  161257  47  25.6420 N  62  32.9720 W   2.0        4.1        2.4        7.4        6.9       79.5 
051006  161259  47  25.6410 N  62  32.9740 W   2.3        2.7*       2.4        5.4*       6.4*      83.9*
051006  161302  47  25.6400 N  62  32.9750 W   2.7        2.7        2.4        5.4        6.4       83.9 
051006  161303  47  25.6400 N  62  32.9760 W   2.2        2.7        2.4        5.4        8.3*      83.9 
051006  161305  47  25.6390 N  62  32.9760 W   1.6        2.7        2.4        1.8*       8.3       75.6*
051006  161307  47  25.6380 N  62  32.9780 W   2.6        2.7        2.4        1.8        8.3       75.6 
051006  161309  47  25.6370 N  62  32.9790 W   1.7        2.7        2.4        1.8        7.6*      75.6 
051006  161311  47  25.6360 N  62  32.9810 W   2.3        2.7        2.4        6.7*       7.6       81.3*
051006  161313  47  25.6360 N  62  32.9810 W   1.7        2.7        2.4        6.7       10.4*      81.3 
051006  161315  47  25.6350 N  62  32.9820 W   2.5        2.7        2.4        6.8*      10.4       81.3 
051006  161317  47  25.6340 N  62  32.9830 W   1.5        2.7        2.4        6.8       10.4      167.4*
051006  161319  47  25.6330 N  62  32.9840 W   2.2        2.7        2.4        6.8        8.0*     167.4 
051006  161321  47  25.6320 N  62  32.9860 W   2.3        2.7        2.4        7.0*       8.0      167.4 
051006  161323  47  25.6310 N  62  32.9870 W   1.8        2.7       11.0*       7.0        8.0      167.4 
051006  161325  47  25.6300 N  62  32.9880 W   2.5        2.7       11.0        7.0        9.3*     167.4 
051006  161327  47  25.6290 N  62  32.9890 W   1.6        2.7       11.0        6.4*       9.3      112.5*
051006  161329  47  25.6290 N  62  32.9900 W   2.9        2.7       11.0        6.4        2.3*     112.5 
051006  161332  47  25.6270 N  62  32.9920 W   1.7        2.7       11.0        7.6*       2.3      112.5 
051006  161333  47  25.6270 N  62  32.9930 W   3.0        2.7       11.0        7.6        2.3       48.8*
051006  161335  47  25.6260 N  62  32.9940 W   1.9        2.7       11.0        7.6        9.4*      48.8 
051006  161337  47  25.6250 N  62  32.9950 W   2.2        2.7       11.0        7.6        9.4       96.7*
051006  161339  47  25.6240 N  62  32.9960 W   2.6        2.7       11.0        7.6        9.4       96.7 
051006  161341  47  25.6230 N  62  32.9980 W   2.2        2.7       11.0        7.6       10.2*      96.7 
051006  161343  47  25.6220 N  62  32.9980 W   2.1        2.7       11.0        7.6       10.2       82.6*
051006  161345  47  25.6210 N  62  33.0000 W   2.7        2.7       11.0        7.6        6.9*      82.6 
051006  161347  47  25.6200 N  62  33.0020 W   1.5        2.7       11.0       93.8*       6.9       82.6 
051006  161349  47  25.6190 N  62  33.0020 W   3.2        2.7       11.0       93.8        6.9       70.7*
051006  161351  47  25.6180 N  62  33.0040 W   0.9        2.7       11.0       93.8        4.1*      70.7 
051006  161353  47  25.6170 N  62  33.0050 W   3.2        2.7       11.0        6.1*       4.1       70.7 
051006  161355  47  25.6170 N  62  33.0060 W   1.1        2.7       11.0        6.1        4.1       75.1*
051006  161357  47  25.6160 N  62  33.0070 W   2.7        2.7       11.0        6.1       10.9*      75.1 
051006  161359  47  25.6150 N  62  33.0080 W   1.3        2.7       11.0        3.7*      10.9       80.0*
051006  161401  47  25.6140 N  62  33.0100 W   2.3        2.7       11.0        3.7        3.8*      80.0 
051006  161403  47  25.6140 N  62  33.0110 W   1.2        2.7       11.0        6.4*       3.8       80.0 
051006  161405  47  25.6130 N  62  33.0120 W   2.5        2.7       11.0        6.4        3.8       77.8*
051006  161407  47  25.6120 N  62  33.0130 W   1.6        2.7       11.0        6.4        7.8*      77.8 
051006  161409  47  25.6110 N  62  33.0140 W   1.9        2.7       11.0        6.1*       7.8       77.8 
051006  161411  47  25.6110 N  62  33.0150 W   2.0        2.7       11.0        6.1        7.4*      80.0*
051006  161413  47  25.6100 N  62  33.0160 W   1.6        2.7       11.0        8.5*       7.4       80.0 
051006  161415  47  25.6090 N  62  33.0170 W   2.4        2.7       11.0        8.5        7.4       80.4*
051006  161417  47  25.6080 N  62  33.0180 W   1.4        2.7       11.0        8.5       12.2*      80.4 
051006  161419  47  25.6070 N  62  33.0190 W   2.6        2.7       11.0        8.6*      12.2       80.4 
051006  161421  47  25.6060 N  62  33.0200 W   1.7        2.7       11.0        8.6       12.2       82.2*
051006  161423  47  25.6060 N  62  33.0210 W   2.4        2.7       11.0        8.6       12.2       82.2 
051006  161425  47  25.6040 N  62  33.0220 W   2.0        2.7       11.0        5.0*      12.2       82.2 
051006  161427  47  25.6040 N  62  33.0230 W   2.2        2.7       11.0        5.0       12.2       76.0*
051006  161429  47  25.6030 N  62  33.0250 W   2.1        2.7       11.0        6.1*      12.2       76.0 
051006  161431  47  25.6020 N  62  33.0260 W   1.9        2.7       11.0        6.1       12.2       80.4*
051006  161433  47  25.6010 N  62  33.0270 W   2.4        2.7       11.0        6.1       11.7*      80.4 
051006  161435  47  25.6000 N  62  33.0280 W   1.9        2.7       11.0        6.3*      11.7       80.4 
051006  161437  47  25.5990 N  62  33.0290 W   2.2        2.7       11.0        6.3       11.7       76.9*
051006  161439  47  25.5980 N  62  33.0300 W   1.8        2.7       11.0        6.3        6.0*      76.9 
051006  161441  47  25.5970 N  62  33.0310 W   2.7        2.7       11.0        7.8*       6.0       76.9 
051006  161443  47  25.5960 N  62  33.0320 W   1.3        2.7       11.0        7.8        5.4*      82.2*
051006  161445  47  25.5950 N  62  33.0330 W   2.7        2.7       11.0        6.9*       5.4       82.2 
051006  161447  47  25.5940 N  62  33.0340 W   1.8        2.7       11.0        6.9        5.4       81.7*
051006  161449  47  25.5930 N  62  33.0350 W   2.2        2.7       11.0        6.9       11.3*      81.7 
051006  161451  47  25.5930 N  62  33.0360 W   1.9        2.7       11.0        6.8*      11.3       81.7 
051006  161453  47  25.5920 N  62  33.0380 W   2.2        2.7       11.0        6.8       11.3       74.7*
051006  161455  47  25.5910 N  62  33.0390 W   1.6        2.7       11.0        7.0*       3.9*      74.7 
051006  161457  47  25.5900 N  62  33.0400 W   2.2        2.7       11.0        7.0        3.9       74.7 
051006  161459  47  25.5890 N  62  33.0410 W   2.2        2.7       11.0        7.0        8.1*      82.2*
051006  161502  47  25.5880 N  62  33.0420 W   2.3        2.7       11.0        6.8*       8.1       82.2 
051006  161503  47  25.5880 N  62  33.0430 W   2.0        2.7       11.0        6.8        8.1       79.1*
051006  161505  47  25.5870 N  62  33.0450 W   2.2        2.7       11.0        6.8        8.3*      79.1 
051006  161508  47  25.5850 N  62  33.0460 W   1.9        2.7       11.0        6.8*       8.3       79.1 
051006  161509  47  25.5850 N  62  33.0470 W   2.1        2.7       11.0        6.8        8.6*      79.1*
051006  161511  47  25.5840 N  62  33.0470 W   1.8        2.7       11.0        7.5*       8.6       79.1 
051006  161513  47  25.5840 N  62  33.0490 W   2.3        2.7       11.0        7.5        8.6       79.1 
051006  161515  47  25.5830 N  62  33.0500 W   1.3        2.7       11.0        7.5        8.6*     104.1*
051006  161517  47  25.5820 N  62  33.0500 W   2.8        2.7       11.0        6.8*       8.6      104.1 
051006  161519  47  25.5810 N  62  33.0520 W   1.5        2.7       11.0        6.8        8.6       55.4*
051006  161521  47  25.5800 N  62  33.0530 W   2.3        2.7       11.0        6.8        8.5*      55.4 
051006  161523  47  25.5800 N  62  33.0540 W   1.9        2.7       11.0        6.9*       8.5       55.4 
051006  161525  47  25.5790 N  62  33.0550 W   2.0        2.7       11.0        6.9       10.8*      83.9*
051006  161528  47  25.5770 N  62  33.0570 W   2.4        2.7       11.0        7.4*      10.8       83.9 
051006  161529  47  25.5770 N  62  33.0570 W   2.1        2.7       11.0        7.4       10.8       83.9 
051006  161532  47  25.5760 N  62  33.0590 W   2.3        2.7       11.0        7.4        5.3*      74.7*
051006  161533  47  25.5750 N  62  33.0600 W   2.0        2.7       11.0        6.7*       5.3       74.7 
051006  161535  47  25.5750 N  62  33.0610 W   2.1        2.7       11.0        6.7        5.3       80.8*
051006  161537  47  25.5740 N  62  33.0620 W   1.8        2.7       11.0        7.9*      12.9*      80.8 
051006  161539  47  25.5730 N  62  33.0630 W   2.3        2.7       11.0        7.9       12.9       80.8 
051006  161541  47  25.5720 N  62  33.0640 W   1.9        2.7       11.0        7.9        8.3*      79.5*
051006  161543  47  25.5720 N  62  33.0660 W   2.0        2.7       11.0        6.8*       8.3       79.5 
051006  161545  47  25.5710 N  62  33.0670 W   1.8        2.7       11.6*       6.8        8.3       79.5 
051006  161547  47  25.5700 N  62  33.0680 W   2.2        2.7       11.6        6.8        8.5*      78.2*
051006  161549  47  25.5690 N  62  33.0690 W   1.6        2.7       11.6        6.8*       8.5       78.2 
051006  161551  47  25.5690 N  62  33.0710 W   2.4        2.7       11.6        6.8        8.5       78.2 
051006  161553  47  25.5680 N  62  33.0720 W   1.4        2.7       11.6        6.6*       3.1*      80.4*
051006  161555  47  25.5670 N  62  33.0720 W   2.3        2.7       11.6        6.6        3.1       80.4 
051006  161557  47  25.5660 N  62  33.0740 W   1.7        2.7       11.6        6.6        8.2*      78.2*
051006  161559  47  25.5650 N  62  33.0740 W   2.0        2.7       11.6        7.3*       8.2       78.2 
051006  161602  47  25.5640 N  62  33.0770 W   0.9        2.7       11.6        7.3        8.2       78.2 
051006  161603  47  25.5640 N  62  33.0770 W   1.8        2.7       11.6        7.3        9.2*      80.8*
051006  161605  47  25.5620 N  62  33.0780 W   2.4        2.7       11.6        8.6*       9.2       80.8 
051006  161607  47  25.5610 N  62  33.0790 W   2.1        2.7       11.6        8.6        9.2       80.8 
051006  161610  47  25.5600 N  62  33.0800 W   2.4        2.7       11.6       10.4*      11.3*      81.3*
051006  161611  47  25.5600 N  62  33.0810 W   3.3        2.7       11.6       10.4       11.3       81.3 
051006  161613  47  25.5580 N  62  33.0830 W   1.3        2.7       11.6       10.4        6.2*     105.9*
051006  161615  47  25.5580 N  62  33.0830 W   2.5        2.7       11.6        5.3*       6.2      105.9 
051006  161617  47  25.5570 N  62  33.0850 W   2.7        2.7       11.6        5.3        6.2      105.9 
051006  161619  47  25.5560 N  62  33.0860 W   1.8        2.7       11.6        6.4*       5.0*      49.2*
051006  161621  47  25.5550 N  62  33.0880 W   2.7        2.7       11.6        6.4        5.0       49.2 
051006  161623  47  25.5540 N  62  33.0890 W   2.0        2.7       11.6        6.4        7.2*      49.2 
051006  161625  47  25.5530 N  62  33.0900 W   2.0        2.7       11.6        2.2*       7.2       83.0*
051006  161627  47  25.5530 N  62  33.0920 W   2.4        2.7       11.6        2.2        7.2       83.0 
051006  161629  47  25.5520 N  62  33.0930 W   1.6        2.7       11.6        2.2        7.2*      78.6*
051006  161631  47  25.5510 N  62  33.0940 W   2.5        2.7       11.6       13.5*       7.2       78.6 
051006  161633  47  25.5510 N  62  33.0950 W   1.3        2.7       11.6       13.5        7.2       78.6 
051006  161635  47  25.5500 N  62  33.0960 W   2.3        2.7       11.6       13.5        7.1*      80.8*
051006  161637  47  25.5490 N  62  33.0980 W   1.5        2.7       11.6       13.5        7.1       80.8 
051006  161639  47  25.5490 N  62  33.0990 W   2.1        2.7       11.6       13.5        7.6*      80.8 
051006  161641  47  25.5480 N  62  33.1000 W   1.4        2.7       11.6       13.5        7.6       79.1*
051006  161643  47  25.5470 N  62  33.1010 W   2.4        2.7       11.6       13.5        7.6       79.1 
051006  161645  47  25.5470 N  62  33.1020 W   1.2        2.7       11.6       13.5        7.4*      79.1 
051006  161647  47  25.5460 N  62  33.1030 W   2.5        2.7       11.6       13.5        7.4       79.1 
051006  161650  47  25.5450 N  62  33.1050 W   1.6        2.7       11.6       13.5        7.4       79.1 
051006  161651  47  25.5450 N  62  33.1060 W   2.0        2.7       11.6      103.7*       8.6*      79.1 
051006  161654  47  25.5430 N  62  33.1070 W   1.9        2.7       11.6      103.7        8.6       79.1 
051006  161655  47  25.5430 N  62  33.1080 W   2.0        2.7       11.6      103.7        7.6*      79.1 
051006  161657  47  25.5420 N  62  33.1080 W   1.6        2.7       11.6      103.7        7.6      104.6*
051006  161700  47  25.5410 N  62  33.1100 W   1.3        2.7       11.6      103.7        7.6      104.6 
051006  161702  47  25.5400 N  62  33.1110 W   2.3        2.7       11.6      103.7        7.8*      54.0*
051006  161704  47  25.5390 N  62  33.1120 W   1.6        2.7       11.6      103.7        7.8       54.0 
051006  161706  47  25.5390 N  62  33.1130 W   2.2        2.7       11.6      103.7        7.5*      54.0 
051006  161708  47  25.5380 N  62  33.1150 W   1.9        2.7       11.6        6.6*       7.5       81.3*
051006  161710  47  25.5370 N  62  33.1160 W   2.3        2.7       11.6        6.6        7.5       81.3 
051006  161712  47  25.5360 N  62  33.1170 W   2.0        2.7       11.6        6.6        7.5       81.3 
051006  161714  47  25.5350 N  62  33.1180 W   2.5        2.7       11.6        6.4*       7.5       80.8*
051006  161716  47  25.5340 N  62  33.1190 W   1.7        2.7       11.6        6.4        7.5       80.8 
051006  161718  47  25.5330 N  62  33.1210 W   2.7        2.7       11.6        9.8*       7.5       79.5*
051006  161720  47  25.5330 N  62  33.1220 W   1.8        2.7       11.6        9.8        7.5       79.5 
051006  161722  47  25.5310 N  62  33.1230 W   2.4        2.7       11.6        9.8        7.6*      79.5 
051006  161724  47  25.5300 N  62  33.1240 W   1.9        2.7       11.6        4.1*       7.6       80.0*
051006  161726  47  25.5300 N  62  33.1260 W   2.4        2.7       11.6        4.1        7.6       80.0 
051006  161728  47  25.5290 N  62  33.1270 W   1.6        2.7       11.6        4.1        4.7*      80.0 
051006  161730  47  25.5280 N  62  33.1280 W   2.8        2.7       11.6        9.8*       4.7       79.1*
051006  161732  47  25.5270 N  62  33.1300 W   1.4        2.7       11.6        9.8        4.7       79.1 
051006  161734  47  25.5260 N  62  33.1300 W   2.5        2.7       11.1*       2.9*      10.9*      79.1 
051006  161736  47  25.5250 N  62  33.1320 W   1.8        2.7       11.1        2.9       10.9       80.8*
051006  161738  47  25.5240 N  62  33.1330 W   2.0        2.7       11.1        2.9        6.9*      80.8 
051006  161740  47  25.5240 N  62  33.1340 W   2.0        2.7       11.1        6.4*       6.9       78.2*
051006  161742  47  25.5230 N  62  33.1350 W   1.6        2.7       11.1        6.4        6.9       78.2 
051006  161744  47  25.5220 N  62  33.1360 W   1.9        2.7       11.1        7.6*       7.2*      78.2 
051006  161746  47  25.5220 N  62  33.1370 W   0.7        2.7       11.6*       7.6        7.2      110.7*
051006  161748  47  25.5210 N  62  33.1380 W   2.5        2.7       11.6        7.6        9.3*     110.7 
051006  161750  47  25.5210 N  62  33.1390 W   0.2        2.7       11.6        6.5*       9.3      110.7 
051006  161752  47  25.5210 N  62  33.1400 W   3.0        2.7       11.6        6.5        9.3      110.7 
