"date","time","tow.id","tow.number","loran.x","loran.y","wing.spread","door.spread","headline.height"
"1988-11-05","11:13:00","GP198",5,15098.5,30780,4.9,NA,NA
"1988-11-05","11:14:00","GP198",5,15098.4,30780,5.2,NA,NA
"1988-11-05","11:15:00","GP198",5,15098.3,30780,4.8,NA,NA
"1988-11-05","11:16:00","GP198",5,15098.2,30780,5.5,NA,NA
"1988-11-05","11:31:00","GP199",6,15097.3,30779,3.3,NA,NA
"1988-11-05","11:32:00","GP199",6,15097.2,30779,4.4,NA,NA
"1988-11-05","11:33:00","GP199",6,15097.1,30779,5,NA,NA
"1988-11-05","11:34:00","GP199",6,15097,30779,5.1,NA,NA
"1988-11-05","11:35:00","GP199",6,15096.9,30779,5.3,NA,NA
"1988-11-05","11:36:00","GP199",6,15096.7,30779,5.3,NA,NA
"1988-11-05","12:23:00","GP200",7,15096.3,30781.2,4.3,NA,NA
"1988-11-05","12:24:00","GP200",7,15096.1,30780.6,5.4,NA,NA
"1988-11-05","12:25:00","GP200",7,15096,30780.2,4.8,NA,NA
"1988-11-05","12:26:00","GP200",7,15095.9,30780,4.9,NA,NA
"1988-11-05","12:27:00","GP200",7,15095.9,30779.7,4.9,NA,NA
"1988-11-05","12:28:00","GP200",7,15095.8,30779.2,5.8,NA,NA
"1988-11-05","12:54:00","GP201",8,15094.6,30778,4.2,NA,NA
"1988-11-05","12:55:00","GP201",8,15094.5,30777.7,5.1,NA,NA
"1988-11-05","12:56:00","GP201",8,15094.3,30777.5,5.4,NA,NA
"1988-11-05","12:57:00","GP201",8,15094.1,30777.1,5.5,NA,NA
"1988-11-05","12:58:00","GP201",8,15094,30776.8,5.6,NA,NA
"1988-11-05","12:59:00","GP201",8,15093.8,30776.3,6.5,NA,NA
"1988-11-05","13:17:00","GP202",9,15093.2,30775.4,4.1,NA,NA
"1988-11-05","13:18:00","GP202",9,15093,30775.7,5.2,NA,NA
"1988-11-05","13:19:00","GP202",9,15092.9,30776.2,4.3,NA,NA
"1988-11-05","13:20:00","GP202",9,15092.9,30776,5.4,NA,NA
"1988-11-05","13:21:00","GP202",9,15092.9,30777.1,5.3,NA,NA
"1988-11-05","13:22:00","GP202",9,15092.9,30777.4,5.6,NA,NA
"1988-11-05","13:40:00","GP203",10,15092.3,30777.7,4,NA,NA
"1988-11-05","13:41:00","GP203",10,15092.2,30778.1,4.8,NA,NA
"1988-11-05","13:42:00","GP203",10,15092.2,30778.4,5.3,NA,NA
"1988-11-05","13:43:00","GP203",10,15092.1,30778.5,5.8,NA,NA
"1988-11-05","13:44:00","GP203",10,15091.9,30778.5,6.8,NA,NA
"1988-11-05","13:45:00","GP203",10,15091.7,30778.2,5.6,NA,NA
"1988-11-07","08:24:00","GP204",1,15075.4,30809.1,3.6,NA,NA
"1988-11-07","08:25:00","GP204",1,15075.5,30808.9,7.4,NA,NA
"1988-11-07","08:26:00","GP204",1,15075.7,30808.7,5.8,NA,NA
"1988-11-07","08:27:00","GP204",1,15075.9,30808.4,5.6,NA,NA
"1988-11-07","08:28:00","GP204",1,15075.9,30807.9,5.8,NA,NA
"1988-11-07","08:29:00","GP204",1,15076,30807.8,6,NA,NA
"1988-11-07","10:12:00","GP205",2,15088.1,30780.2,3.3,NA,NA
"1988-11-07","10:13:00","GP205",2,15088.2,30779.6,3.9,NA,NA
"1988-11-07","10:14:00","GP205",2,15088.2,30779.2,4.4,NA,NA
"1988-11-07","10:15:00","GP205",2,15088.3,30778.9,4.5,NA,NA
"1988-11-07","10:16:00","GP205",2,15088.3,30778.4,5.5,NA,NA
"1988-11-07","10:17:00","GP205",2,15088.3,30778.2,6.4,NA,NA
"1988-11-07","11:22:00","GP206",4,15091.2,30782.1,4.2,NA,NA
"1988-11-07","11:23:00","GP206",4,15091.3,30781.9,3.8,NA,NA
"1988-11-07","11:24:00","GP206",4,15091.3,30781.7,4,NA,NA
"1988-11-07","11:25:00","GP206",4,15091.4,30781.4,4.1,NA,NA
"1988-11-07","11:26:00","GP206",4,15091.4,30781.2,5.4,NA,NA
"1988-11-07","11:27:00","GP206",4,15091.5,30780.9,6.4,NA,NA
"1988-11-07","12:08:00","GP207",5,15084.7,30781.2,3.6,NA,NA
"1988-11-07","12:09:00","GP207",5,15084.7,30781.3,4,NA,NA
"1988-11-07","12:10:00","GP207",5,15084.5,30781.2,3.5,NA,NA
"1988-11-07","12:11:00","GP207",5,15084.4,30781.3,5.1,NA,NA
"1988-11-07","12:12:00","GP207",5,15084.3,30781.4,7,NA,NA
"1988-11-07","12:13:00","GP207",5,15084.1,30781.4,6.8,NA,NA
"1988-11-07","12:34:00","GP208",6,15083.3,30780.8,4,NA,NA
"1988-11-07","12:35:00","GP208",6,15083.2,30781,5.1,NA,NA
"1988-11-07","12:36:00","GP208",6,15083.1,30781.1,4.9,NA,NA
"1988-11-07","12:37:00","GP208",6,15083,30781.1,7,NA,NA
"1988-11-07","12:38:00","GP208",6,15082.8,30781,7.4,NA,NA
"1988-11-07","12:39:00","GP208",6,15082.6,30780.9,7.3,NA,NA
"1988-11-07","12:58:00","GP209",7,15082.2,30782.2,3.4,NA,NA
"1988-11-07","12:59:00","GP209",7,15082.1,30782.4,4.2,NA,NA
"1988-11-07","13:00:00","GP209",7,15081.8,30782,3.5,NA,NA
"1988-11-07","13:01:00","GP209",7,15081.7,30781.7,3.3,NA,NA
"1988-11-07","13:02:00","GP209",7,15081.5,30781.4,3.7,NA,NA
"1988-11-07","13:03:00","GP209",7,15081.4,30781.1,4.8,NA,NA
"1988-11-07","13:32:00","GP210",8,15081.4,30783.3,4.7,NA,NA
"1988-11-07","13:33:00","GP210",8,15081.4,30783.5,3.6,NA,NA
"1988-11-07","13:34:00","GP210",8,15081.2,30783,4.9,NA,NA
"1988-11-07","13:35:00","GP210",8,15081,30782.8,4.8,NA,NA
"1988-11-07","13:36:00","GP210",8,15080.8,30782.5,5.1,NA,NA
"1988-11-07","13:37:00","GP210",8,15080.7,30782.1,5.1,NA,NA
"1988-11-09","08:13:00","GP211",1,15079.2,30775.8,4.3,NA,NA
"1988-11-09","08:14:00","GP211",1,15079.1,30776,3.3,NA,NA
"1988-11-09","08:15:00","GP211",1,15079,30776.6,4.3,NA,NA
"1988-11-09","08:16:00","GP211",1,15079,30777.1,2.6,NA,NA
"1988-11-09","08:17:00","GP211",1,15078.9,30777.3,4.9,NA,NA
"1988-11-09","08:18:00","GP211",1,15078.9,30777.5,5.5,NA,NA
"1988-11-09","08:48:00","GP212",2,15078.2,30776,3.7,NA,NA
"1988-11-09","08:49:00","GP212",2,15078.1,30776.6,7.4,NA,NA
"1988-11-09","08:50:00","GP212",2,15078,30777.1,5,NA,NA
"1988-11-09","08:51:00","GP212",2,15078,30777.8,5.1,NA,NA
"1988-11-09","08:52:00","GP212",2,15078,30778.3,4.9,NA,NA
"1988-11-09","08:53:00","GP212",2,15078.1,30779,4.9,NA,NA
"1988-11-09","09:09:00","GP213",3,15077.5,30778.6,4.1,NA,NA
"1988-11-09","09:10:00","GP213",3,15077.2,30778.6,3.6,NA,NA
"1988-11-09","09:11:00","GP213",3,15077,30778.4,3.5,NA,NA
"1988-11-09","09:12:00","GP213",3,15076.9,30778.4,3.7,NA,NA
"1988-11-09","09:13:00","GP213",3,15076.7,30778.4,3,NA,NA
"1988-11-09","09:14:00","GP213",3,15076.6,30778.4,2.6,NA,NA
"1988-11-09","09:32:00","GP214",4,15075.9,30777.7,2.5,NA,NA
"1988-11-09","09:33:00","GP214",4,15075.8,30777.8,5.1,NA,NA
"1988-11-09","09:34:00","GP214",4,15075.6,30777.9,5.5,NA,NA
"1988-11-09","09:35:00","GP214",4,15075.5,30778,6.4,NA,NA
"1988-11-09","09:36:00","GP214",4,15075.4,30778,5.8,NA,NA
"1988-11-09","09:37:00","GP214",4,15075.3,30778.1,5.1,NA,NA
"1988-11-09","09:58:00","GP215",5,15075.1,30778.2,4.2,NA,NA
"1988-11-09","09:59:00","GP215",5,15075,30778.4,4.4,NA,NA
"1988-11-09","10:00:00","GP215",5,15074.9,30778.6,5.3,NA,NA
"1988-11-09","10:01:00","GP215",5,15074.6,30778.6,5.4,NA,NA
"1988-11-09","10:02:00","GP215",5,15074.5,30778.4,7,NA,NA
"1988-11-09","10:03:00","GP215",5,15074.3,30778.4,5.6,NA,NA
"1988-11-09","10:31:00","GP216",6,15073.8,30777,3.6,NA,NA
"1988-11-09","10:32:00","GP216",6,15072.7,30778.3,3.4,NA,NA
"1988-11-09","10:33:00","GP216",6,15072.6,30778.5,7.9,NA,NA
"1988-11-09","10:34:00","GP216",6,15072.4,30778.5,6.3,NA,NA
"1988-11-09","10:35:00","GP216",6,15072.3,30778.4,4.9,NA,NA
"1988-11-09","10:36:00","GP216",6,15072.2,30778.3,5,NA,NA
"1988-11-09","11:07:00","GP217",7,15071.5,30777.8,5.4,NA,NA
"1988-11-09","11:08:00","GP217",7,15071.3,30777.6,4.2,NA,NA
"1988-11-09","11:09:00","GP217",7,15071.1,30777.5,5.4,NA,NA
"1988-11-09","11:10:00","GP217",7,15071,30777.4,5.5,NA,NA
"1988-11-09","11:11:00","GP217",7,15070.8,30777.3,5.8,NA,NA
"1988-11-09","11:12:00","GP217",7,15070.6,30777.1,5.7,NA,NA
"1988-11-09","11:44:00","GP218",8,15069.8,30775.1,3.8,NA,NA
"1988-11-09","11:45:00","GP218",8,15069.1,30775.1,3.6,NA,NA
"1988-11-09","11:46:00","GP218",8,15068.9,30775.2,5.2,NA,NA
"1988-11-09","11:47:00","GP218",8,15068.7,30775.4,4.2,NA,NA
"1988-11-09","11:48:00","GP218",8,15068.6,30775.5,3.6,NA,NA
"1988-11-09","11:49:00","GP218",8,15068.4,30775.6,5.6,NA,NA
"1988-11-13","08:21:00","GP219",1,15068.2,30623.5,3.2,NA,NA
"1988-11-13","08:22:00","GP219",1,15068.2,30623.9,3.5,NA,NA
"1988-11-13","08:23:00","GP219",1,15068.1,30624.2,8.2,NA,NA
"1988-11-13","08:24:00","GP219",1,15068.1,30624.3,7.9,NA,NA
"1988-11-13","08:25:00","GP219",1,15068,30624.5,6.9,NA,NA
"1988-11-13","08:26:00","GP219",1,15068,30624.7,6.5,NA,NA
"1988-11-13","09:50:00","GP220",2,15074.7,30700.2,3.5,NA,NA
"1988-11-13","09:51:00","GP220",2,15074.7,30700.5,5.5,NA,NA
"1988-11-13","09:52:00","GP220",2,15074.7,30700.1,6.2,NA,NA
"1988-11-13","09:53:00","GP220",2,15074.7,30701.8,6,NA,NA
"1988-11-13","09:54:00","GP220",2,15074.7,30702.1,9,NA,NA
"1988-11-13","09:55:00","GP220",2,15074.7,30702.5,9.4,NA,NA
"1988-11-13","10:29:00","GP221",3,15076.2,30707.5,3.5,NA,NA
"1988-11-13","10:30:00","GP221",3,15076.4,30704.5,4.8,NA,NA
"1988-11-13","10:31:00","GP221",3,15076.5,30709,5.3,NA,NA
"1988-11-13","10:32:00","GP221",3,15076.7,30709.6,8.3,NA,NA
"1988-11-13","10:33:00","GP221",3,15076.7,30710.1,8.1,NA,NA
"1988-11-13","10:34:00","GP221",3,15076.9,30710.9,7.9,NA,NA
"1988-11-13","10:59:00","GP222",4,15076.4,30709,3,NA,NA
"1988-11-13","11:00:00","GP222",4,15076.4,30709.3,4.5,NA,NA
"1988-11-13","11:01:00","GP222",4,15076.4,30709.7,5.8,NA,NA
"1988-11-13","11:02:00","GP222",4,15076.4,30709.9,7,NA,NA
"1988-11-13","11:03:00","GP222",4,15076.3,30710.2,7.4,NA,NA
"1988-11-13","11:04:00","GP222",4,15076.3,30710.6,8.3,NA,NA
"1988-11-13","11:38:00","GP223",5,15077.6,30770.1,4.4,NA,NA
"1988-11-13","11:39:00","GP223",5,15077.7,30720.7,4.2,NA,NA
"1988-11-13","11:40:00","GP223",5,15077.8,30721.1,5.4,NA,NA
"1988-11-13","11:41:00","GP223",5,15077.8,30721.7,8.6,NA,NA
"1988-11-13","11:42:00","GP223",5,15077.8,30722.2,8.2,NA,NA
"1988-11-13","11:43:00","GP223",5,15077.9,30722.8,8.8,NA,NA
"1988-11-13","12:34:00","GP224",6,15077.9,30723.5,4.1,NA,NA
"1988-11-13","12:35:00","GP224",6,15077.9,30723.9,4.7,NA,NA
"1988-11-13","12:36:00","GP224",6,15077.9,30724.4,7,NA,NA
"1988-11-13","12:37:00","GP224",6,15078,30724.9,6.6,NA,NA
"1988-11-13","12:38:00","GP224",6,15077.9,30725.5,5.6,NA,NA
"1988-11-13","12:39:00","GP224",6,15077.9,30725.9,5.9,NA,NA
"1988-11-13","13:08:00","GP225",7,15078.8,30733.2,2.8,NA,NA
"1988-11-13","13:09:00","GP225",7,15079,30734,5.4,NA,NA
"1988-11-13","13:10:00","GP225",7,15079,30734.4,5.9,NA,NA
"1988-11-13","13:11:00","GP225",7,15079.1,30734.8,5.5,NA,NA
"1988-11-13","13:12:00","GP225",7,15079.2,30735.3,3.2,NA,NA
"1988-11-13","13:13:00","GP225",7,15079.2,30735.7,3.8,NA,NA
