* ID=Minilog-T
* Serial Number=0614
* Study ID=margaree - bottom
* Start Time=95-05-23 03:06:25
* Finish Time=95-06-08 21:35:34
* Sample Period=02:00:00
* Date(yy-mm-dd),Time(hh:mm:ss),Temp(øC)
95-05-28,09:06:25,4.9
95-05-28,11:06:25,4.4
95-05-28,13:06:25,4.6
95-05-28,15:06:25,4.4
95-05-28,17:06:25,4.0
95-05-28,19:06:25,4.0
95-05-28,21:06:25,3.6
95-05-28,23:06:25,3.0
95-05-29,01:06:25,3.4
95-05-29,03:06:25,4.2
95-05-29,05:06:25,4.1
95-05-29,07:06:25,4.0
95-05-29,09:06:25,5.2
95-05-29,11:06:25,3.8
95-05-29,13:06:25,1.7
95-05-29,15:06:25,1.5
95-05-29,17:06:25,2.9
95-05-29,19:06:25,4.1
95-05-29,21:06:25,4.6
95-05-29,23:06:25,5.3
95-05-30,01:06:25,5.8
95-05-30,03:06:25,6.1
95-05-30,05:06:25,5.5
95-05-30,07:06:25,5.2
95-05-30,09:06:25,5.4
95-05-30,11:06:25,6.0
95-05-30,13:06:25,5.9
95-05-30,15:06:25,6.1
95-05-30,17:06:25,5.9
95-05-30,19:06:25,5.5
95-05-30,21:06:25,5.3
95-05-30,23:06:25,5.8
95-05-31,01:06:25,6.5
95-05-31,03:06:25,5.8
95-05-31,05:06:25,6.7
95-05-31,07:06:25,6.6
95-05-31,09:06:25,6.0
95-05-31,11:06:25,5.8
95-05-31,13:06:25,5.9
95-05-31,15:06:25,5.5
95-05-31,17:06:25,5.8
95-05-31,19:06:25,5.8
95-05-31,21:06:25,5.3
95-05-31,23:06:25,5.3
95-06-01,01:06:25,5.6
95-06-01,03:06:25,6.5
95-06-01,05:06:25,7.1
95-06-01,07:06:25,6.3
95-06-01,09:06:25,5.5
95-06-01,11:06:25,5.6
95-06-01,13:06:25,4.6
95-06-01,15:06:25,4.9
95-06-01,17:06:25,5.6
95-06-01,19:06:25,6.6
95-06-01,21:06:25,6.0
95-06-01,23:06:25,6.1
95-06-02,01:06:25,6.6
95-06-02,03:06:25,7.0
95-06-02,05:06:25,7.6
95-06-02,07:06:25,7.6
95-06-02,09:06:25,7.5
95-06-02,11:06:25,7.4
95-06-02,13:06:25,6.9
95-06-02,15:06:25,7.0
95-06-02,17:06:25,7.2
95-06-02,19:06:25,7.3
95-06-02,21:06:25,7.1
95-06-02,23:06:25,7.3
95-06-03,01:06:25,7.2
95-06-03,03:06:25,7.2
95-06-03,05:06:25,7.6
95-06-03,07:06:25,7.4
95-06-03,09:06:25,7.3
95-06-03,11:06:25,7.5
95-06-03,13:06:25,6.8
95-06-03,15:06:25,6.2
95-06-03,17:06:25,6.9
95-06-03,19:06:25,7.4
95-06-03,21:06:25,6.7
95-06-03,23:06:25,6.7
95-06-04,01:06:25,6.1
95-06-04,03:06:25,5.9
95-06-04,05:06:25,6.9
95-06-04,07:06:25,7.3
95-06-04,09:06:25,6.3
95-06-04,11:06:25,5.4
95-06-04,13:06:25,5.4
95-06-04,15:06:25,5.4
95-06-04,17:06:25,5.5
95-06-04,19:06:25,6.8
95-06-04,21:06:25,6.2
95-06-04,23:06:25,6.0
95-06-05,01:06:25,6.6
95-06-05,03:06:25,7.2
95-06-05,05:06:25,5.6
95-06-05,07:06:25,5.2
95-06-05,09:06:25,4.8
95-06-05,11:06:25,4.9
95-06-05,13:06:25,4.2
95-06-05,15:06:25,4.3
95-06-05,17:06:25,4.4
95-06-05,19:06:25,4.4
95-06-05,21:06:25,4.4
95-06-05,23:06:25,4.8
95-06-06,01:06:25,5.5
95-06-06,03:06:25,12.2
95-06-06,05:06:25,12.2
95-06-06,07:06:25,12.2
95-06-06,09:06:25,12.2
95-06-06,11:06:25,12.2
95-06-06,13:06:25,12.2
95-06-06,15:06:25,12.2
95-06-06,17:06:25,12.2
95-06-06,19:06:25,12.2
95-06-06,21:06:25,12.2
95-06-06,23:06:25,12.2
95-06-07,01:06:25,12.2
95-06-07,03:06:25,12.2
95-06-07,05:06:25,12.2
95-06-07,07:06:25,12.2
95-06-07,09:06:25,12.2
95-06-07,11:06:25,12.2
95-06-07,13:06:25,12.2
95-06-07,15:06:25,12.2
95-06-07,17:06:25,12.2
95-06-07,19:06:25,12.2
95-06-07,21:06:25,12.2
95-06-07,23:06:25,12.2
95-06-08,01:06:25,12.2
95-06-08,03:06:25,12.2
95-06-08,05:06:25,12.2
95-06-08,07:06:25,12.2
95-06-08,09:06:25,12.2
95-06-08,11:06:25,12.2
95-06-08,13:06:25,12.2
95-06-08,15:06:25,12.2
95-06-08,17:06:25,12.2
95-06-08,19:06:25,12.2
95-06-08,21:06:25,12.2
