* ID=Minilog-T
* Serial Number=0610
* Study ID=pugwash - surface
* Start Time=95-05-23 03:18:23
* Finish Time=95-06-08 21:44:02
* Sample Period=02:00:00
* Date(yy-mm-dd),Time(hh:mm:ss),Temp(øC)
95-05-30,07:18:23,9.1
95-05-30,09:18:23,9.1
95-05-30,11:18:23,9.1
95-05-30,13:18:23,9.3
95-05-30,15:18:23,9.3
95-05-30,17:18:23,9.3
95-05-30,19:18:23,9.1
95-05-30,21:18:23,9.2
95-05-30,23:18:23,9.3
95-05-31,01:18:23,9.6
95-05-31,03:18:23,9.6
95-05-31,05:18:23,9.7
95-05-31,07:18:23,9.5
95-05-31,09:18:23,9.6
95-05-31,11:18:23,9.9
95-05-31,13:18:23,9.8
95-05-31,15:18:23,9.7
95-05-31,17:18:23,9.6
95-05-31,19:18:23,9.6
95-05-31,21:18:23,9.5
95-05-31,23:18:23,10.0
95-06-01,01:18:23,10.2
95-06-01,03:18:23,10.2
95-06-01,05:18:23,10.3
95-06-01,07:18:23,10.6
95-06-01,09:18:23,10.3
95-06-01,11:18:23,10.2
95-06-01,13:18:23,10.2
95-06-01,15:18:23,10.1
95-06-01,17:18:23,10.1
95-06-01,19:18:23,10.2
95-06-01,21:18:23,10.3
95-06-01,23:18:23,10.8
95-06-02,01:18:23,10.9
95-06-02,03:18:23,11.0
95-06-02,05:18:23,11.0
95-06-02,07:18:23,11.0
95-06-02,09:18:23,11.1
95-06-02,11:18:23,11.2
95-06-02,13:18:23,11.1
95-06-02,15:18:23,11.1
95-06-02,17:18:23,11.1
95-06-02,19:18:23,11.1
95-06-02,21:18:23,11.0
95-06-02,23:18:23,10.9
95-06-03,01:18:23,10.8
95-06-03,03:18:23,10.9
95-06-03,05:18:23,11.0
95-06-03,07:18:23,11.2
95-06-03,09:18:23,11.1
95-06-03,11:18:23,11.0
95-06-03,13:18:23,10.8
95-06-03,15:18:23,10.7
95-06-03,17:18:23,10.7
95-06-03,19:18:23,10.9
95-06-03,21:18:23,10.9
95-06-03,23:18:23,11.1
95-06-04,01:18:23,11.3
95-06-04,03:18:23,11.3
95-06-04,05:18:23,11.0
95-06-04,07:18:23,10.8
95-06-04,09:18:23,10.7
95-06-04,11:18:23,10.8
95-06-04,13:18:23,10.9
95-06-04,15:18:23,11.5
95-06-04,17:18:23,11.8
95-06-04,19:18:23,11.5
95-06-04,21:18:23,11.4
95-06-04,23:18:23,11.3
95-06-05,01:18:23,11.1
95-06-05,03:18:23,12.1
95-06-05,05:18:23,12.1
95-06-05,07:18:23,12.1
95-06-05,09:18:23,12.1
95-06-05,11:18:23,12.1
95-06-05,13:18:23,10.8
95-06-05,15:18:23,7.3
95-06-05,17:18:23,4.7
95-06-05,19:18:23,11.2
95-06-05,21:18:23,12.1
95-06-05,23:18:23,12.1
95-06-06,01:18:23,12.1
95-06-06,03:18:23,12.1
95-06-06,05:18:23,12.1
95-06-06,07:18:23,12.1
95-06-06,09:18:23,12.1
95-06-06,11:18:23,12.1
95-06-06,13:18:23,12.1
95-06-06,15:18:23,12.1
95-06-06,17:18:23,12.1
95-06-06,19:18:23,12.1
95-06-06,21:18:23,12.1
95-06-06,23:18:23,12.1
95-06-07,01:18:23,12.1
95-06-07,03:18:23,12.1
95-06-07,05:18:23,12.1
95-06-07,07:18:23,12.1
95-06-07,09:18:23,12.1
95-06-07,11:18:23,12.1
95-06-07,13:18:23,12.1
95-06-07,15:18:23,12.1
95-06-07,17:18:23,12.1
95-06-07,19:18:23,12.1
95-06-07,21:18:23,12.1
95-06-07,23:18:23,12.1
95-06-08,01:18:23,12.1
95-06-08,03:18:23,12.1
95-06-08,05:18:23,12.1
95-06-08,07:18:23,12.1
95-06-08,09:18:23,12.1
95-06-08,11:18:23,12.1
95-06-08,13:18:23,12.1
95-06-08,15:18:23,12.1
95-06-08,17:18:23,12.1
95-06-08,19:18:23,12.1
95-06-08,21:18:23,12.1
