* ID=Minilog-T
* Serial Number=0618
* Study ID=cribben,s pt - bottom
* Start Time=95-05-23 03:13:37
* Finish Time=95-06-08 22:05:16
* Sample Period=02:00:00
* Date(yy-mm-dd),Time(hh:mm:ss),Temp(øC)
95-05-28,13:13:37,3.6
95-05-28,15:13:37,3.6
95-05-28,17:13:37,3.9
95-05-28,19:13:37,4.1
95-05-28,21:13:37,3.5
95-05-28,23:13:37,3.5
95-05-29,01:13:37,3.8
95-05-29,03:13:37,3.6
95-05-29,05:13:37,3.5
95-05-29,07:13:37,3.6
95-05-29,09:13:37,3.4
95-05-29,11:13:37,3.3
95-05-29,13:13:37,3.2
95-05-29,15:13:37,3.2
95-05-29,17:13:37,3.5
95-05-29,19:13:37,3.4
95-05-29,21:13:37,3.4
95-05-29,23:13:37,3.4
95-05-30,01:13:37,3.4
95-05-30,03:13:37,3.2
95-05-30,05:13:37,3.1
95-05-30,07:13:37,3.2
95-05-30,09:13:37,3.6
95-05-30,11:13:37,3.7
95-05-30,13:13:37,4.9
95-05-30,15:13:37,4.2
95-05-30,17:13:37,4.6
95-05-30,19:13:37,6.6
95-05-30,21:13:37,7.3
95-05-30,23:13:37,7.5
95-05-31,01:13:37,7.5
95-05-31,03:13:37,7.5
95-05-31,05:13:37,7.6
95-05-31,07:13:37,7.7
95-05-31,09:13:37,7.7
95-05-31,11:13:37,7.3
95-05-31,13:13:37,7.3
95-05-31,15:13:37,7.3
95-05-31,17:13:37,7.3
95-05-31,19:13:37,7.4
95-05-31,21:13:37,7.4
95-05-31,23:13:37,6.4
95-06-01,01:13:37,6.4
95-06-01,03:13:37,6.0
95-06-01,05:13:37,5.1
95-06-01,07:13:37,4.6
95-06-01,09:13:37,4.3
95-06-01,11:13:37,4.6
95-06-01,13:13:37,4.3
95-06-01,15:13:37,3.7
95-06-01,17:13:37,3.5
95-06-01,19:13:37,3.2
95-06-01,21:13:37,2.8
95-06-01,23:13:37,3.5
95-06-02,01:13:37,3.8
95-06-02,03:13:37,3.6
95-06-02,05:13:37,3.1
95-06-02,07:13:37,3.1
95-06-02,09:13:37,2.7
95-06-02,11:13:37,3.0
95-06-02,13:13:37,4.0
95-06-02,15:13:37,5.3
95-06-02,17:13:37,4.3
95-06-02,19:13:37,3.5
95-06-02,21:13:37,4.8
95-06-02,23:13:37,5.5
95-06-03,01:13:37,5.5
95-06-03,03:13:37,5.7
95-06-03,05:13:37,6.3
95-06-03,07:13:37,3.6
95-06-03,09:13:37,3.3
95-06-03,11:13:37,2.9
95-06-03,13:13:37,3.0
95-06-03,15:13:37,5.0
95-06-03,17:13:37,4.6
95-06-03,19:13:37,5.1
95-06-03,21:13:37,4.4
95-06-03,23:13:37,5.6
95-06-04,01:13:37,5.7
95-06-04,03:13:37,3.8
95-06-04,05:13:37,5.6
95-06-04,07:13:37,6.1
95-06-04,09:13:37,6.8
95-06-04,11:13:37,4.6
95-06-04,13:13:37,5.0
95-06-04,15:13:37,5.5
95-06-04,17:13:37,5.8
95-06-04,19:13:37,4.0
95-06-04,21:13:37,5.0
95-06-04,23:13:37,5.0
95-06-05,01:13:37,5.4
95-06-05,03:13:37,6.0
95-06-05,05:13:37,6.5
95-06-05,07:13:37,5.8
95-06-05,09:13:37,5.6
95-06-05,11:13:37,5.9
95-06-05,13:13:37,5.9
95-06-05,15:13:37,5.6
95-06-05,17:13:37,6.5
95-06-05,19:13:37,6.9
95-06-05,21:13:37,11.9
95-06-05,23:13:37,11.9
95-06-06,01:13:37,11.9
95-06-06,03:13:37,11.9
95-06-06,05:13:37,11.9
95-06-06,07:13:37,11.9
95-06-06,09:13:37,11.9
95-06-06,11:13:37,11.9
95-06-06,13:13:37,11.9
95-06-06,15:13:37,11.9
95-06-06,17:13:37,11.9
95-06-06,19:13:37,11.9
95-06-06,21:13:37,11.9
95-06-06,23:13:37,11.9
95-06-07,01:13:37,11.9
95-06-07,03:13:37,11.9
95-06-07,05:13:37,11.9
95-06-07,07:13:37,11.9
95-06-07,09:13:37,11.9
95-06-07,11:13:37,11.9
95-06-07,13:13:37,11.9
95-06-07,15:13:37,11.9
95-06-07,17:13:37,11.9
95-06-07,19:13:37,11.9
95-06-07,21:13:37,11.9
95-06-07,23:13:37,11.9
95-06-08,01:13:37,11.9
95-06-08,03:13:37,11.9
95-06-08,05:13:37,11.9
95-06-08,07:13:37,11.9
95-06-08,09:13:37,11.9
95-06-08,11:13:37,11.9
95-06-08,13:13:37,11.9
95-06-08,15:13:37,11.9
95-06-08,17:13:37,11.9
95-06-08,19:13:37,11.9
95-06-08,21:13:37,11.9
