* ID=Minilog-T
* Serial Number=0613
* Study ID=margaree - surface
* Start Time=95-05-23 03:05:27
* Finish Time=95-06-08 20:42:16
* Sample Period=02:00:00
* Date(yy-mm-dd),Time(hh:mm:ss),Temp(øC)
95-05-30,19:05:27,6.6
95-05-30,21:05:27,6.6
95-05-30,23:05:27,6.6
95-05-31,01:05:27,6.6
95-05-31,03:05:27,7.1
95-05-31,05:05:27,6.8
95-05-31,07:05:27,7.0
95-05-31,09:05:27,6.6
95-05-31,11:05:27,6.7
95-05-31,13:05:27,6.7
95-05-31,15:05:27,6.9
95-05-31,17:05:27,6.7
95-05-31,19:05:27,6.6
95-05-31,21:05:27,6.6
95-05-31,23:05:27,6.9
95-06-01,01:05:27,7.3
95-06-01,03:05:27,7.6
95-06-01,05:05:27,7.6
95-06-01,07:05:27,7.3
95-06-01,09:05:27,7.1
95-06-01,11:05:27,7.1
95-06-01,13:05:27,6.9
95-06-01,15:05:27,7.0
95-06-01,17:05:27,7.3
95-06-01,19:05:27,7.6
95-06-01,21:05:27,7.4
95-06-01,23:05:27,7.4
95-06-02,01:05:27,7.5
95-06-02,03:05:27,8.2
95-06-02,05:05:27,8.4
95-06-02,07:05:27,8.2
95-06-02,09:05:27,7.7
95-06-02,11:05:27,7.7
95-06-02,13:05:27,7.9
95-06-02,15:05:27,8.0
95-06-02,17:05:27,7.8
95-06-02,19:05:27,8.2
95-06-02,21:05:27,8.7
95-06-02,23:05:27,8.9
95-06-03,01:05:27,8.8
95-06-03,03:05:27,8.7
95-06-03,05:05:27,8.6
95-06-03,07:05:27,8.6
95-06-03,09:05:27,8.5
95-06-03,11:05:27,8.6
95-06-03,13:05:27,8.4
95-06-03,15:05:27,8.6
95-06-03,17:05:27,8.7
95-06-03,19:05:27,8.4
95-06-03,21:05:27,8.3
95-06-03,23:05:27,8.5
95-06-04,01:05:27,8.5
95-06-04,03:05:27,8.8
95-06-04,05:05:27,8.7
95-06-04,07:05:27,8.5
95-06-04,09:05:27,8.0
95-06-04,11:05:27,8.2
95-06-04,13:05:27,8.4
95-06-04,15:05:27,8.6
95-06-04,17:05:27,8.7
95-06-04,19:05:27,8.8
95-06-04,21:05:27,8.6
95-06-04,23:05:27,9.3
95-06-05,01:05:27,9.7
95-06-05,03:05:27,10.2
95-06-05,05:05:27,9.3
95-06-05,07:05:27,9.2
95-06-05,09:05:27,8.4
95-06-05,11:05:27,8.4
95-06-05,13:05:27,8.8
95-06-05,15:05:27,8.4
95-06-05,17:05:27,8.1
95-06-05,19:05:27,8.0
95-06-05,21:05:27,8.1
95-06-05,23:05:27,8.3
95-06-06,01:05:27,8.4
95-06-06,03:05:27,12.1
95-06-06,05:05:27,12.1
95-06-06,07:05:27,12.1
95-06-06,09:05:27,12.1
95-06-06,11:05:27,12.1
95-06-06,13:05:27,12.1
95-06-06,15:05:27,12.1
95-06-06,17:05:27,12.1
95-06-06,19:05:27,12.1
95-06-06,21:05:27,12.1
95-06-06,23:05:27,12.1
95-06-07,01:05:27,12.1
95-06-07,03:05:27,12.1
95-06-07,05:05:27,12.1
95-06-07,07:05:27,12.1
95-06-07,09:05:27,12.1
95-06-07,11:05:27,12.1
95-06-07,13:05:27,12.1
95-06-07,15:05:27,12.1
95-06-07,17:05:27,12.1
95-06-07,19:05:27,12.1
95-06-07,21:05:27,12.1
95-06-07,23:05:27,12.1
95-06-08,01:05:27,12.1
95-06-08,03:05:27,12.1
95-06-08,05:05:27,12.1
95-06-08,07:05:27,12.1
95-06-08,09:05:27,12.1
95-06-08,11:05:27,12.1
95-06-08,13:05:27,12.1
95-06-08,15:05:27,12.1
95-06-08,17:05:27,12.1
95-06-08,19:05:27,12.1
