09 20 2019 14 25 45 00000000 10110000   -0.356    1.187   -1.725    22    22    22  13.3 1504.0  10.0 -20.6  22.9   0.020  14.20     0     0    1.239   343.31
09 20 2019 14 25 46 00000000 10110000    0.761    0.500    2.610    22    22    22  13.3 1504.0   7.1 -20.6  22.9   0.033  14.20     0     0    0.911    56.69
09 20 2019 14 25 47 00000000 10110000   -0.431    0.505    0.621    22    22    22  13.3 1504.0   9.4 -20.6  23.0   0.014  14.20     0     0    0.664   319.52
09 20 2019 14 25 48 00000000 10110000   -0.230    1.245   -0.740    22    22    22  13.4 1504.0   8.2 -20.5  22.8   0.030  14.20     0     0    1.266   349.53
09 20 2019 14 25 49 00000000 10110000   -0.002    0.818   -0.258    22    22    22  13.3 1504.0   9.4 -20.6  23.0   0.016  14.20     0     0    0.818   359.86
09 20 2019 14 25 50 00000000 10110000    0.124   -0.165   -1.220    22    22    22  13.3 1504.0   8.4 -20.5  22.9   0.008  14.20     0     0    0.206   143.07
09 20 2019 14 25 51 00000000 10110000   -0.218   -0.456   -1.565    22    22    22  13.4 1504.0   9.5 -20.6  22.9   0.032  14.20     0     0    0.505   205.55
09 20 2019 14 25 52 00000000 10110000    0.943    0.047    0.040    22    22    22  13.4 1504.0   9.4 -20.6  22.9   0.032  14.20     0     0    0.944    87.15
09 20 2019 14 25 53 00000000 10110000   -0.268    1.765    0.800    22    22    22  13.4 1504.0   8.5 -20.5  22.8   0.007  14.20     0     0    1.785   351.37
09 20 2019 14 25 54 00000000 10110000   -1.270   -0.002    1.016    22    22    22  13.3 1504.0   8.4 -20.5  22.9   0.036  14.20     0     0    1.270   269.91
09 20 2019 14 25 55 00000000 10110000    1.841    0.565    1.403    22    22    22  13.3 1504.0   9.8 -20.6  22.9   0.010  14.20     0     0    1.926    72.94
09 20 2019 14 25 56 00000000 10110000   -0.822   -0.419   -0.156    22    22    22  13.3 1504.0   6.6 -20.5  22.8   0.019  14.20     0     0    0.923   242.99
09 20 2019 14 25 57 00000000 10110000    0.612   -0.518   -0.306    22    22    22  13.3 1504.0  10.0 -20.7  23.0   0.028  14.20     0     0    0.802   130.24
09 20 2019 14 25 58 00000000 10110000    0.462    0.515    0.140    22    22    22  13.3 1504.0   6.6 -20.4  22.6   0.021  14.20     0     0    0.692    41.89
09 20 2019 14 25 59 00000000 10110000   -0.149    1.273   -0.360    22    22    22  13.3 1504.0   8.6 -20.6  22.9   0.014  14.20     0     0    1.282   353.32
09 20 2019 14 26 00 00000000 10110000   -0.161    1.542    0.379    22    22    22  13.3 1504.0   6.5 -20.5  22.7   0.018  14.20     0     0    1.550   354.04
09 20 2019 14 26 01 00000000 10110000    0.834    0.429   -2.568    22    22    22  13.3 1504.0   7.3 -20.6  22.9   0.002  14.20     0     0    0.938    62.78
09 20 2019 14 26 02 00000000 10110000    0.695   -0.571    2.784    22    22    22  13.3 1504.0   9.0 -20.5  22.8   0.036  14.20     0     0    0.899   129.41
09 20 2019 14 26 03 00000000 10110000    0.297    0.943    0.634    22    22    22  13.3 1504.0   8.6 -20.6  22.8   0.032  14.20     0     0    0.989    17.48
09 20 2019 14 26 04 00000000 10110000   -0.703    0.824    2.336    22    22    22  13.3 1504.0   9.1 -20.5  22.8   0.016  14.20     0     0    1.083   319.53
09 20 2019 14 26 05 00000000 10110000   -1.793    0.525   -0.971    22    22    22  13.3 1504.0   8.1 -20.4  22.7   0.012  14.20     0     0    1.868   286.32
09 20 2019 14 26 06 00000000 10110000   -2.188    0.169    0.220    22    22    22  13.3 1504.0   8.2 -20.6  22.9   0.019  14.20     0     0    2.195   274.42
09 20 2019 14 26 07 00000000 10110000    0.993   -0.027    0.887    22    22    22  13.3 1504.0   9.1 -20.6  22.9   0.018  14.20     0     0    0.993    91.56
09 20 2019 14 26 08 00000000 10110000    0.075   -0.081   -0.031    22    22    22  13.4 1504.0   7.4 -20.5  22.8   0.021  14.20     0     0    0.110   137.20
09 20 2019 14 26 09 00000000 10110000   -0.076    1.624   -0.329    22    22    22  13.3 1504.0  10.0 -20.6  22.9   0.018  14.20     0     0    1.626   357.32
09 20 2019 14 26 10 00000000 10110000    0.072    0.117   -0.319    22    22    22  13.4 1504.0   8.9 -20.6  22.8   0.028  14.20     0     0    0.137    31.61
09 20 2019 14 26 11 00000000 10110000    1.376    0.320    0.336    22    22    22  13.3 1504.0   8.0 -20.5  22.8   0.035  14.20     0     0    1.413    76.91
09 20 2019 14 26 12 00000000 10110000    0.005    0.052    2.649    22    22    22  13.4 1504.0   9.1 -20.6  22.9   0.020  14.20     0     0    0.052     5.49
09 20 2019 14 26 13 00000000 10110000    0.852    0.419   -1.226    22    22    22  13.3 1504.0   9.2 -20.5  22.9   0.030  14.20     0     0    0.949    63.81
09 20 2019 14 26 14 00000000 10110000    0.120    0.790    1.801    22    22    22  13.3 1504.0   8.0 -20.5  22.8   0.027  14.20     0     0    0.799     8.64
09 20 2019 14 26 15 00000000 10110000   -0.279    0.761   -0.736    22    22    22  13.4 1504.0   7.7 -20.5  22.8   0.031  14.20     0     0    0.811   339.87
09 20 2019 14 26 16 00000000 10110000   -0.992    1.818    1.043    22    22    22  13.3 1504.0   7.9 -20.5  22.9   0.022  14.20     0     0    2.071   331.38
09 20 2019 14 26 17 00000000 10110000    1.312    1.688    0.709    22    22    22  13.3 1504.0   8.4 -20.5  22.9   0.025  14.20     0     0    2.138    37.86
09 20 2019 14 26 18 00000000 10110000    0.306    0.455   -0.948    22    22    22  13.3 1504.0   8.4 -20.5  22.8   0.003  14.20     0     0    0.548    33.92
09 20 2019 14 26 19 00000000 10110000    0.307    1.273   -0.727    22    22    22  13.3 1504.0   8.0 -20.6  22.8   0.032  14.20     0     0    1.309    13.56
09 20 2019 14 26 20 00000000 10110000   -0.264    0.424   -0.264    22    22    22  13.3 1504.0   8.3 -20.5  22.8   0.037  14.20     0     0    0.499   328.09
09 20 2019 14 26 21 00000000 10110000    0.728   -0.341    1.474    22    22    22  13.3 1504.0   7.6 -20.5  22.8   0.022  14.20     0     0    0.804   115.10
09 20 2019 14 26 22 00000000 10110000    0.402    1.613   -1.022    22    22    22  13.3 1504.0   8.1 -20.5  22.8   0.043  14.20     0     0    1.662    13.99
09 20 2019 14 26 23 00000000 10110000   -1.143    0.826   -0.198    22    22    22  13.3 1504.0   9.0 -20.5  22.8   0.031  14.20     0     0    1.410   305.85
09 20 2019 14 26 24 00000000 10110000   -0.250    0.179   -0.711    22    22    22  13.3 1504.0   7.6 -20.5  22.8   0.031  14.20     0     0    0.307   305.60
09 20 2019 14 26 25 00000000 10110000   -0.330    0.646    0.968    22    22    22  13.3 1504.0   9.6 -20.5  22.8   0.026  14.20     0     0    0.725   332.94
09 20 2019 14 26 26 00000000 10110000    0.127    0.070    0.044    22    22    22  13.3 1504.0   5.7 -20.5  22.9   0.019  14.20     0     0    0.145    61.14
09 20 2019 14 26 27 00000000 10110000   -0.964    1.095   -1.134    22    22    22  13.3 1504.0   9.8 -20.5  22.8   0.024  14.20     0     0    1.459   318.64
09 20 2019 14 26 28 00000000 10110000   -0.561    0.608    0.286    22    22    22  13.3 1504.0   7.0 -20.5  22.8   0.015  14.20     0     0    0.827   317.30
09 20 2019 14 26 29 00000000 10110000   -0.576    0.343   -0.438    22    22    22  13.3 1504.0   9.0 -20.5  22.9   0.026  14.20     0     0    0.670   300.77
09 20 2019 14 26 30 00000000 10110000   -0.150    0.798   -0.604    22    22    22  13.3 1504.0   8.2 -20.5  22.8   0.041  14.20     0     0    0.812   349.35
09 20 2019 14 26 31 00000000 10110000   -0.159    0.651    0.261    22    22    22  13.3 1504.0   8.3 -20.5  22.8   0.018  14.20     0     0    0.670   346.27
09 20 2019 14 26 32 00000000 10110000   -0.410    0.572   -0.473    22    22    22  13.3 1504.0   8.2 -20.4  22.7   0.026  14.20     0     0    0.704   324.37
09 20 2019 14 26 33 00000000 10110000    0.602    0.347   -1.875    22    22    22  13.3 1504.0   8.6 -20.5  22.8   0.033  14.20     0     0    0.695    60.04
09 20 2019 14 26 34 00000000 10110000   -0.306    0.269    1.795    22    22    22  13.3 1504.0   8.0 -20.4  22.7   0.041  14.20     0     0    0.407   311.32
09 20 2019 14 26 35 00000000 10110000    0.115   -0.023    0.321    22    22    22  13.4 1504.0   8.2 -20.6  22.9   0.032  14.20     0     0    0.117   101.31
09 20 2019 14 26 36 00000000 10110000   -0.786    1.228   -2.191    22    22    22  13.3 1504.0   7.7 -20.4  22.7   0.035  14.20     0     0    1.458   327.38
09 20 2019 14 26 37 00000000 10110000   -0.065    1.035    0.647    22    22    22  13.3 1504.0   8.1 -20.5  22.9   0.020  14.20     0     0    1.037   356.41
09 20 2019 14 26 38 00000000 10110000   -0.874    1.298   -1.321    22    22    22  13.3 1504.0   8.9 -20.5  22.8   0.018  14.20     0     0    1.565   326.05
09 20 2019 14 26 39 00000000 10110000    0.743    0.986    1.255    22    22    22  13.3 1504.0   5.4 -20.5  22.8   0.022  14.20     0     0    1.235    37.00
09 20 2019 14 26 40 00000000 10110000    1.907    0.015    2.344    22    22    22  13.3 1504.0  10.0 -20.5  22.9   0.032  14.20     0     0    1.907    89.55
09 20 2019 14 26 41 00000000 10110000    1.118   -0.390    2.103    22    22    22  13.3 1504.0   8.1 -20.4  22.7   0.025  14.20     0     0    1.184   109.23
09 20 2019 14 26 42 00000000 10110000    0.946    0.546    1.043    22    22    22  13.3 1504.0   7.9 -20.5  22.8   0.027  14.20     0     0    1.092    60.01
09 20 2019 14 26 43 00000000 10110000   -0.920    1.403    0.424    22    22    22  13.3 1504.0   9.6 -20.5  22.7   0.033  14.20     0     0    1.678   326.75
09 20 2019 14 26 44 00000000 10110000   -0.200   -0.551   -0.809    22    22    22  13.3 1504.0   7.7 -20.5  22.8   0.036  14.20     0     0    0.586   199.95
09 20 2019 14 26 45 00000000 10110000   -0.316    1.445   -1.742    22    22    22  13.3 1504.0   8.6 -20.5  22.7   0.041  14.20     0     0    1.479   347.66
09 20 2019 14 26 46 00000000 10110000    0.884   -0.690    0.781    22    22    22  13.3 1504.0   9.2 -20.5  22.8   0.019  14.20     0     0    1.121   127.97
09 20 2019 14 26 47 00000000 10110000    0.046    0.045    0.419    22    22    22  13.3 1504.0   7.8 -20.5  22.8   0.044  14.20     0     0    0.064    45.63
09 20 2019 14 26 48 00000000 10110000    1.983   -0.066    1.167    22    22    22  13.3 1504.0   9.9 -20.5  22.8   0.015  14.20     0     0    1.984    91.91
09 20 2019 14 26 49 00000000 10110000    0.997   -1.061    2.292    22    22    22  13.3 1504.0   8.9 -20.5  22.7   0.032  14.20     0     0    1.456   136.78
09 20 2019 14 26 50 00000000 10110000    0.679    0.337   -1.202    22    22    22  13.3 1504.0   8.0 -20.5  22.8   0.037  14.20     0     0    0.758    63.60
09 20 2019 14 26 51 00000000 10110000   -0.008    0.037   -0.793    22    22    22  13.4 1504.0   9.3 -20.4  22.7   0.032  14.20     0     0    0.038   347.80
09 20 2019 14 26 52 00000000 10110000   -0.091   -0.265   -1.356    22    22    22  13.3 1504.0   8.3 -20.5  22.8   0.025  14.20     0     0    0.280   198.95
09 20 2019 14 26 53 00000000 10110000   -1.189    0.542   -1.147    22    22    22  13.3 1504.0   8.9 -20.5  22.8   0.033  14.20     0     0    1.307   294.51
09 20 2019 14 26 54 00000000 10110000   -0.461   -0.139   -1.894    22    22    22  13.3 1504.0   7.0 -20.4  22.7   0.035  14.20     0     0    0.481   253.22
09 20 2019 14 26 55 00000000 10110000    0.052    1.483   -1.722    22    22    22  13.3 1504.0   7.5 -20.5  22.8   0.031  14.20     0     0    1.484     2.01
09 20 2019 14 26 56 00000000 10110000    0.246    0.573   -1.780    22    22    22  13.3 1504.0   8.4 -20.5  22.8   0.018  14.20     0     0    0.624    23.23
09 20 2019 14 26 57 00000000 10110000   -0.538    0.056   -0.578    22    22    22  13.3 1504.0   8.9 -20.5  22.8   0.045  14.20     0     0    0.541   275.94
09 20 2019 14 26 58 00000000 10110000   -1.242    1.385    0.521    22    22    22  13.3 1504.0   7.1 -20.5  22.8   0.020  14.20     0     0    1.860   318.12
09 20 2019 14 26 59 00000000 10110000    0.385    0.099   -1.565    22    22    22  13.3 1504.0   9.0 -20.5  22.8   0.024  14.20     0     0    0.398    75.58
09 20 2019 14 27 00 00000000 10110000   -0.818    1.137   -1.293    22    22    22  13.3 1504.0   7.0 -20.5  22.8   0.030  14.20     0     0    1.401   324.27
09 20 2019 14 27 01 00000000 10110000    1.965    0.465   -1.387    22    22    22  13.3 1504.0   9.5 -20.5  22.8   0.014  14.20     0     0    2.019    76.69
09 20 2019 14 27 02 00000000 10110000    1.343    1.036    0.309    22    22    22  13.3 1504.0   8.6 -20.5  22.9   0.006  14.20     0     0    1.696    52.35
09 20 2019 14 27 03 00000000 10110000    1.404    0.366    0.173    22    22    22  13.3 1504.0   7.5 -20.3  22.6   0.032  14.20     0     0    1.451    75.39
09 20 2019 14 27 04 00000000 10110000    1.001    0.141    0.736    22    22    22  13.3 1504.0   6.8 -20.5  22.8   0.019  14.20     0     0    1.011    81.98
09 20 2019 14 27 05 00000000 10110000   -0.167    0.423    0.071    22    22    22  13.3 1504.0   8.9 -20.4  22.6   0.035  14.20     0     0    0.455   338.46
09 20 2019 14 27 06 00000000 10110000   -0.582   -0.121   -0.582    22    22    22  13.3 1504.0   5.9 -20.4  22.7   0.028  14.20     0     0    0.594   258.26
09 20 2019 14 27 07 00000000 10110000    0.330   -0.112   -0.165    22    22    22  13.3 1504.0   9.4 -20.5  22.7   0.032  14.20     0     0    0.348   108.75
09 20 2019 14 27 08 00000000 10110000   -0.918    0.777    0.650    22    22    22  13.3 1504.0   6.9 -20.4  22.8   0.039  14.20     0     0    1.203   310.24
09 20 2019 14 27 09 00000000 10110000    2.143   -0.534    2.528    22    22    22  13.3 1504.0   8.7 -20.4  22.8   0.032  14.20     0     0    2.209   103.99
09 20 2019 14 27 10 00000000 10110000   -0.567    0.708    1.537    22    22    22  13.3 1504.0   8.8 -20.4  22.8   0.004  14.20     0     0    0.907   321.31
09 20 2019 14 27 11 00000000 10110000    0.426    0.513   -1.075    22    22    22  13.3 1504.0   8.4 -20.5  22.8   0.012  14.20     0     0    0.667    39.71
09 20 2019 14 27 12 00000000 10110000   -1.537    0.990   -0.912    22    22    22  13.4 1504.0   8.7 -20.4  22.7   0.033  14.20     0     0    1.828   302.79
09 20 2019 14 27 13 00000000 10110000   -0.774    1.127    1.733    22    22    22  13.3 1504.0   8.2 -20.5  22.8   0.026  14.20     0     0    1.367   325.52
09 20 2019 14 27 14 00000000 10110000   -0.113    1.623    0.534    22    22    22  13.3 1504.0   9.3 -20.4  22.8   0.039  14.20     0     0    1.627   356.02
09 20 2019 14 27 15 00000000 10110000   -0.031    1.085   -1.439    22    22    22  13.3 1504.0   8.7 -20.4  22.7   0.042  14.20     0     0    1.085   358.36
09 20 2019 14 27 16 00000000 10110000   -0.118   -0.060    0.056    22    22    22  13.3 1504.0   8.8 -20.5  22.7   0.031  14.20     0     0    0.132   243.05
09 20 2019 14 27 17 00000000 10110000    1.113    0.610   -1.392    22    22    22  13.3 1504.0   7.6 -20.4  22.7   0.043  14.20     0     0    1.269    61.27
09 20 2019 14 27 18 00000000 10110000   -0.320   -0.458    1.520    22    22    22  13.4 1504.0   9.1 -20.5  22.8   0.038  14.20     0     0    0.559   214.94
09 20 2019 14 27 19 00000000 10110000   -0.859    0.495   -3.210    22    22    22  13.3 1504.0   6.6 -20.4  22.8   0.024  14.20     0     0    0.991   299.95
09 20 2019 14 27 20 00000000 10110000    0.057   -0.257    1.521    22    22    22  13.3 1504.0   8.6 -20.5  22.8   0.041  14.20     0     0    0.263   167.49
09 20 2019 14 27 21 00000000 10110000   -0.168   -0.039    0.776    22    22    22  13.3 1504.0   8.6 -20.4  22.8   0.031  14.20     0     0    0.172   256.93
09 20 2019 14 27 22 00000000 10110000   -1.559    1.195    0.138    22    22    22  13.3 1504.0   8.8 -20.4  22.7   0.035  14.20     0     0    1.964   307.47
09 20 2019 14 27 23 00000000 10110000   -0.158    0.370   -0.115    22    22    22  13.3 1504.0   8.3 -20.4  22.7   0.018  14.20     0     0    0.402   336.88
09 20 2019 14 27 24 00000000 10110000   -0.216    0.539    0.071    22    22    22  13.4 1504.0   9.0 -20.4  22.7   0.027  14.20     0     0    0.581   338.16
09 20 2019 14 27 25 00000000 10110000   -0.493    0.748   -0.083    22    22    22  13.3 1504.0   8.1 -20.5  22.8   0.026  14.20     0     0    0.896   326.61
09 20 2019 14 27 26 00000000 10110000    0.378    0.019   -0.970    22    22    22  13.3 1504.0   7.3 -20.4  22.7   0.025  14.20     0     0    0.378    87.12
09 20 2019 14 27 27 00000000 10110000   -0.559    1.182    0.866    22    22    22  13.3 1504.0   9.1 -20.5  22.8   0.025  14.20     0     0    1.308   334.69
09 20 2019 14 27 28 00000000 10110000   -0.326    0.797   -0.902    22    22    22  13.3 1504.0   9.2 -20.5  22.7   0.015  14.20     0     0    0.861   337.75
09 20 2019 14 27 29 00000000 10110000    0.341    0.750    1.441    22    22    22  13.3 1504.0   8.2 -20.5  22.8   0.033  14.20     0     0    0.824    24.45
09 20 2019 14 27 30 00000000 10110000   -0.236    1.026   -0.404    22    22    22  13.3 1504.0   8.2 -20.3  22.6   0.021  14.20     0     0    1.053   347.05
09 20 2019 14 27 31 00000000 10110000    0.899    0.861   -0.553    22    22    22  13.4 1504.0   8.4 -20.5  22.8   0.025  14.20     0     0    1.245    46.24
09 20 2019 14 27 32 00000000 10110000    0.464    0.819    0.202    22    22    22  13.3 1504.0   8.3 -20.5  22.8   0.024  14.20     0     0    0.941    29.53
09 20 2019 14 27 33 00000000 10110000   -1.435    0.644   -0.945    22    22    22  13.3 1504.0   8.9 -20.4  22.7   0.041  14.20     0     0    1.573   294.17
09 20 2019 14 27 34 00000000 10110000    0.152    0.906    0.083    22    22    22  13.3 1504.0   9.6 -20.5  22.8   0.016  14.20     0     0    0.919     9.52
09 20 2019 14 27 35 00000000 10110000   -0.338    0.827   -0.888    22    22    22  13.3 1504.0   8.7 -20.4  22.7   0.032  14.20     0     0    0.893   337.77
09 20 2019 14 27 36 00000000 10110000    0.443    0.725   -1.094    22    22    22  13.3 1504.0   7.7 -20.5  22.8   0.028  14.20     0     0    0.850    31.43
09 20 2019 14 27 37 00000000 10110000   -0.101    0.380    0.717    22    22    22  13.3 1504.0   8.8 -20.4  22.6   0.024  14.20     0     0    0.393   345.12
09 20 2019 14 27 38 00000000 10110000   -0.162   -0.092   -1.517    22    22    22  13.3 1504.0   7.6 -20.5  22.8   0.016  14.20     0     0    0.186   240.41
09 20 2019 14 27 39 00000000 10110000    0.568    1.074    0.177    22    22    22  13.3 1504.0   9.4 -20.4  22.7   0.026  14.20     0     0    1.215    27.87
09 20 2019 14 27 40 00000000 10110000   -0.647    0.537   -0.902    22    22    22  13.3 1504.0   9.2 -20.5  22.7   0.035  14.20     0     0    0.841   309.69
09 20 2019 14 27 41 00000000 10110000   -1.359    1.619   -1.832    22    22    22  13.3 1504.0   8.4 -20.5  22.8   0.027  14.20     0     0    2.114   319.99
09 20 2019 14 27 42 00000000 10110000    0.776    1.051   -1.968    22    22    22  13.3 1504.0   8.9 -20.4  22.6   0.026  14.20     0     0    1.306    36.44
09 20 2019 14 27 43 00000000 10110000    0.586    0.972    1.297    22    22    22  13.3 1504.0   7.9 -20.4  22.7   0.031  14.20     0     0    1.135    31.08
09 20 2019 14 27 44 00000000 10110000    0.731    1.253    0.486    22    22    22  13.3 1504.0   8.0 -20.4  22.7   0.032  14.20     0     0    1.451    30.26
09 20 2019 14 27 45 00000000 10110000    0.326   -0.700   -0.184    22    22    22  13.3 1504.0   8.1 -20.4  22.6   0.009  14.20     0     0    0.772   155.03
09 20 2019 14 27 46 00000000 10110000   -1.008    0.506    0.184    22    22    22  13.3 1504.0   9.0 -20.5  22.7   0.035  14.20     0     0    1.128   296.66
09 20 2019 14 27 47 00000000 10110000   -0.628    0.726    0.626    22    22    22  13.3 1504.0   7.4 -20.5  22.7   0.020  14.20     0     0    0.960   319.14
09 20 2019 14 27 48 00000000 10110000   -0.348   -0.124   -0.275    22    22    22  13.3 1504.0   9.1 -20.4  22.7   0.038  14.20     0     0    0.369   250.39
09 20 2019 14 27 49 00000000 10110000    1.182    0.619    0.292    22    22    22  13.3 1504.0   8.6 -20.5  22.7   0.010  14.20     0     0    1.334    62.36
